Grupo de Producto;Producto;Código Barras;Stock;Costo Neto Prom. Unitario;Precio Venta 
;NISTATINA 100.000 U.I.G. UNGUENTO TOPICO X15GR HOSPIFARMA;7804640560572;21;0;1500
;NISTATINA 100000 U.I./G 15G UNGUENTO LAB CHILE;7800007144515;15;0;1500
;NISTATINA 100000 UI X12OVULOS LAB. DE CHILE;7800007142573;0;0;3000
;NISTATINA METRONIDAZOL 10 OVULOS LAB CHILE;7800007142498;0;0;10000
;NISTATINA SUSP O 100000UIML LAFED 24ML;7800086789409;0;0;15000
;NIV ILUMINOUS SKINGLOW SERUM X30ML;4006000179278;1;0;9000
;NIVE MEN PROTECT & CARE 150ML;4005900353054;7;0;2500
;NIVEA AGUA MICELAR 0% RESIDUOS;4006000020839;3;0;6500
;NIVEA AGUA MICELAR BIFASICA ROSE CARE 100ML;4006000100791;3;0;4000
;NIVEA AGUA MICELAR BIFASICA X400ML;4005900499257;0;0;6500
;NIVEA AGUA MICELAR REGENADORA X400ML;4006000067919;0;0;6500
;NIVEA AGUA MICELAR ROSE CARE X400ML;4005900773821;0;0;6500
;NIVEA AGUA MISCELAR PIEL SENCIBLE X400ML;7702003006265;0;0;6500
;NIVEA ANTITRANSPIRANTE NIVEA PEARL BEAUTY X150 ML AEROSOL BEIERSDORF;4005808837311;6;0;2500
;NIVEA BAL.LAB.BELLA;4006000157290;3;0;5500
;NIVEA BAL.LABIAL BLANCA NIEVES.4.BG;4006000157276;2;0;5000
;NIVEA BALSAMO LABIA X4.8G SUN PROTEC NIVEA;4005900436948;0;0;5000
;NIVEA BALSAMO LABIAL PRINCESAS;4006000157283;4;0;5500
;NIVEA BALSAMO LABIAL WATERMELON;4005900764553;0;0;5000
;nivea black white;4005900542557;0;0;2500
;NIVEA BLACK WHITE INVISIBLE CLEAR ROLL ON ANTITRANSPIRANTE X50ML BEIERSDORF;4005900036704;0;0;2500
;NIVEA BLANK Y WHITE  PURE 150ML;4005900036605;5;0;2500
;NIVEA CELLULAR ACIDO HIALURONICO X30 ML LAB. BEIERSDORF;4005900957061;1;0;14500
;NIVEA CREMA CORPORAL REAFIRMANTE Q10+VITAMINA C X1000 BEIERSDORF;4005900491060;0;0;9000
;NIVEA CREMA FACIAL HIDRATANTE. X400ML.BEIERSDORF;4005800137662;0;0;8000
;NIVEA CREMA PARA MANOS CALMATE ALOE VERA 75ML;4006000069784;6;0;2000
;NIVEA CREMA PARA MANOS CUIDADO INTENSIVO PIEL SECA 100ML/102G;42429142;2;0;3000
;NIVEA CREMA ROSTRO CUERPO MANOS. X75ML. BEIERSDORF;4005900528230;6;0;6000
;NIVEA CREMA X150ML;4005800137556;2;0;4000
;NIVEA CREMA X30ML BEIERSDORF;4005800137655;17;0;2500
;NIVEA DERMO PROTEC;4005900950925;0;0;3000
;NIVEA DOUBLE EFFECT;4005808257720;0;0;2500
;NIVEA FACE ROSE CARE TOALLITAS X25;76047505835259;12;0;2500
;NIVEA LOCION Q10 REAFIRMANTE X400ML;4005900954541;0;0;6500
;NIVEA MASC.URB.SKIN HD.1;4005900622600;6;0;4000
;NIVEA MEN  DESODORANTE DERMA PROTEC CLINICAL   150ML  NIVEA;4005900950918;0;0;3570
;NIVEA MEN BLACK & WHITE 150 ML;4005900036711;21;0;2500
;NIVEA MEN BLACK CARBON DESOD BARRA 54G;4005900919557;1;0;3500
;NIVEA MEN BLACKWHITE ROLLON ANT BEIE 50ML52G;4005900036759;0;0;2500
;NIVEA MEN BLANK Y WHITE INVIISBLE 150ML;4005900728173;4;0;2500
;NIVEA MEN CLINICAL DEO  ROLL ON 50ML;4006000087221;5;0;5000
;NIVEA MEN CREME 150ML;4005900528223;5;0;7000
;NIVEA MEN DEEP EXTREME MAXX 150ML;4006000090849;9;0;2500
;NIVEA MEN FRESH OCEAN 150ML;4005900515933;11;0;2500
;NIVEA MEN PROTECT DESHODORANTE;4005900354945;0;0;2500
;NIVEA MEN SENSITIVE PROTECT 150ML;4005808663798;2;0;2500
;NIVEA PEARLBEAUTY ROLL-ANT BEI 50ML;4005808257669;0;0;2000
;NIVEA Q10 ANTI-ARRUGAS POWER CONTORNO DE OJOS 15ML;4005808179732;0;0;14000
;NIVEA ROLL ON ANTITRANSPIRANTE TONO NATURAL CLASSIC TOUCH X50ML BEIERSDORF;4005900624116;0;0;2500
;NIVEA SIN PERFUME;4005808663927;0;0;3200
;NIVEA TONO NATURAL VIT.C CLASSIC TOUCH 150ML;4005808829675;4;0;2500
;NOBIVAC® DAPPvL2 VACUNA SEXTUPLE 1DOSIS LAB. MSD;662858121315;0;0;4500
;NOGESTA 75 MCG DESOGESTREL 75 MCG X 28 COMP. RECUBIERTOS;7800007713667;8;0;12000
;NOPTIC 3MG ESZOPICLONA 30COMP ANDROMACO;7800018162584;0;0;10000
;NORDOX FENAZOPIRIDINA CROHIDRATO 200MG X14COMP LAB. TECNOFARMA;7800070004570;5;0;17500
;NORESTIS BETAHISTINA DICLORHIDRATO 16MG 30 COMP;8436024616644;1;0;11000
;NORMOART XR METFORMINA CLORHIIDRATO 750MG X30COMP LAB. PINACLE;7804677770517;0;0;3000
;nortium 25 mg;7804650885375;0;0;3000
;NOSCAPINA 20MG X20COMP LAB.MILAB;7800063110387;0;0;2000
;NOSOTRAS 20 PROTECTORES DE LACTANCIA;7702026177140;0;0;18000
;NOSOTRAS DIARIOS PROTECTORES X100UND;7702026147082;0;0;5500
;NOSOTRAS DIARIOS SENSITI V JABON INTIMO EXTRACTO DE ALGODON X200ML;7702026177546;0;0;5500
;NOSOTRAS JABON INTIMO HIERBABUENA CONTROL OLOR X200ML FAMILIA;7702026178901;0;0;5500
;NOSOTRAS JABON INTIMO PRO DEFENSE V C PREVIOTICOS 200ML;7702026196271;1;0;5500
;NOSOTRAS MATERN 10UNI;7702027042010;0;0;4500
;NOSOTRAS PROTECCION V 10 TOALLAS;7702026173623;10;0;1500
;NOSOTRAS SENSITI V;7702026179670;0;0;1500
;NOSOTRAS TAMPONES 8UNI NOS;7702027435607;10;0;3500
;NOTINFLAM. PAPAYA. PINA CAPSULAS X 60;659525184414;0;0;4500
;NOVAFEM CON JERINGA;7800020162138;0;0;14000
;NOVAFEM MEDROXIPROGESTERONA ACETATO + ESTRADIOL CIPIONATO 25 MG + 5 MG 1 AMPOLLA LAB. ANDROMACO;7501124183363;0;0;9000
;NOVALIF OMEGA 3 VITAMINAS Y COLINA 60CAPS;7804656600460;3;0;21000
;NOVO TEARS NAFAZOLINA HCI + HIPROMELOSA + DEXTRAN 0.12MG + 3MG+ 1MG X10ML LAB. SAVAL;7800060035140;10;0;4000
;NOW ACEITE 100 ARBOL DE TE 30ML;FVATAN;0;0;6500
;NOW ACEITES ECENCIALES ORGANICO. ROMERO. 30ML;733739076007;0;0;2500
;NOW ESSENTIAL OILS 100 PURE LIMON 1FTOZ X30ML PHARMASAN;733739075659;0;0;12500
;NP-27 ACIDO UNDECILENICO 8.71. G 30ML LAB FQP;7800057001776;2;0;6000
;NP-27 ACIDO UNDECILENICO 8.71. G 60ML LAB FQP;7800023000017;0;0;8500
;NUÑOA ACIDO BORICO 100 GRS. 1 UND. DROGUERIA ÑUÑOA;7805357001563;28;0;1500
;NUX VOMICA COMPUESTA GOTAS ORALES X30ML KNOP;2000341103468;0;0;6500
;NUX VOMICA D6 COMP. KNOP;2000110421199;0;0;3500
;OBAO DERMO EFICACIA MAGNESIO EXTRA SECO ANTITRANSPIRANTE X150ML GARNIER;7509552876277;0;0;3000
;OBAO ROLL-ON MAGNESIO EXTRA SECO X65G GARNIER;7509552876352;0;0;3000
;OBLEAS CHINAS 5UND GRIPE RESFRIADOS DOLORES DE CABEZA Y MUELA MAVER;7800004500314;9;0;1000
;ODATRON ONDANSETRON 4MG X2COMP LAB. PASTEUR;7800068011641;0;0;16000
;OFTABIOTICO GRAMICIDINA + POLIMIXINA + NEOMICINA 5000UI + 1.7MG + 0.025MG X10ML LAB. SAVAL;7800060003217;0;0;7000
;OFTABIOTICO UNGUENTO 3,5 G;7800060003224;2;0;8500
;OFTAFILM SOLUCION OFTALMICA 0.4 X 10ML - Biofar;7800060039643;5;0;17000
;OFTAFILM SP HIALURONATO DE SODIO 4MG X10ML LAB. NICKLICK;7800060040571;0;0;20000
;OFTAGEN GENTAMICINA + BETAMETASONA 3MG + 1MG X3.5G LAB. NICOLICK;7800060003330;3;0;13000
;OFTAGEN GENTAMICINA 3MG X3.5G LAB. NICOLICK;7800060003316;0;0;12500
;OFTAGEN GENTAMICINA03 SOL OF SAV 5ML;7800060003309;12;0;12500
;OFTAGEN GENTMICINA + BETAMETASONA 0.3% + 0.1% GTS X5 ML LAB SAVAL;7800060003323;5;0;12500
;OFTALER FORTE KETOTIFENO 0.5MG X10ML LAB. NICOLICK;7800060035911;0;0;33000
;OFTASONA-N SOLUCION  X10ML;7800060003156;1;0;17000
;OFTASONNA -N SOL 0,1 10ML;7800060003132;1;0;17000
;OFTAVIR ACICLOVIR3 UNG OF SAVAL 35G;7800060033528;0;0;37000
;OFTAVITAVIT. A C E B2 LUTEINA 30 COMP.;7800060040144;6;0;20000
;OFTIC DICLOFENACO SODICO 1MG X10ML LAB. NICOLICK;7800060032637;0;0;27000
;OFTOL FORTE LOTEPREDNOL ETABONATO 5MG X5ML LAB. NICOLICK;7800060037274;0;0;24000
;OFTOL LOTEPREDNOL ETABONATO 2MG X5ML LAB. NICOLICK;7800060037199;5;0;22000
;OIL CONTROL ISDIN FOTOPROTECTOR;8429420251175;0;0;18000
;OKRABIOTIC X120CAPS ANC;7805357002201;2;0;7000
;OLANVITAE OLANZAPINA 5MG X28COMP LAB. GALENICUM;7804653720178;0;0;11000
;OLANZAPINA 10MG X 30 COMP.;7891317023157;0;0;0
;OLANZAPINA 5MG X30 COMP LAB EUROFARMA;7800046005686;0;0;5000
;OLANZYL 10MG OLANZAPINA;7804651290239;0;0;14000
;OLD SPICE DES. BARRA SHOWTIME 50 G;7506295304227;0;0;2500
;OLD SPICE FRESH;7501001163983;0;0;2500
;OLD SPICE PURE SPORT;7506339349030;0;0;2500
;OLD SPICE PURE SPORT BARRA DES PG 50G;7501001164003;0;0;2500
;OLD SPICE SPRAY;7506339349146;0;0;2500
;OLD SPICE VIP 50GR.;7501001309060;0;0;2500
;OLMECARD-D 40/12.5;8903726308400;0;0;7500
;OLMEPRESS OLMESARTAN MEDOXOMILO 20MG X30COMP LAB. ASCEND;7804650881810;12;0;7000
;OLMEPRESS OLMESARTAN MEDOXOMILO 40 MG. 30 COMP. LAB. ASCEND;7804650881834;13;0;8500
;OLODINA OLIPATADINA 2MG X5ML LAB. OPHTHA;7707239270077;1;0;26000
;OLOF OLOPATADINA 02 5ML;7800060040229;0;0;21000
;OLTAN AMLO 40-10 OLMESARTAN MEDOXOMILO + AMLODIPINO 30 COMP. LAB. ITF-LABOMED;7809591402896;0;0;22000
;OLTAN AMLO OOLMESARTAN MEDOXOMLO + AMLODIPINO + HIDROCLOROTIAZIDA 40MG + 5MG + 12.5MG X30COMP LAB.;7809591403251;2;0;28000
;OLTAN-D OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 40MG + 12.5MG X30COMP LAB. ITF-LABOMED;7809591402919;9;0;17000
;OMEGA 3 PETS CACHORROS 125ML;7805350001218;0;0;4500
;OMEPRAZOL 20MG 60 CAP OPKO;7804620833474;0;0;1500
;ONDANSERTRON 8MG X10 COMPRIMIDOS;7804653720246;0;0;18000
;ONDANSETRON VT ONDANSETRON 8MG X10COMP LAB. REUTTER;7806130011199;0;0;8500
;ONDASENTRON 4MG. X8COMP. BUCODISPENSABLE. VITAFARMA;7806130013643;42;0;8500
;OPTI-FREE EXPRESS 120ML;300653145357;2;0;7000
;OPTI-FREE EXPRESS SOLUCION DESINFECTANTE MULTIPROPOSITO X355ML ALCON;300653145333;13;0;9500
;OPTI-FREE PURE MOIST DROP 10ML;300650192484;7;0;0
;OPTI-FREE PUREMOIST 120ML;300653610800;1;0;7000
;OPTIVE SOL OFT X15 ML;7707236674274;2;0;33000
;ORAL B CEPILLO DENTAL KIDS ELECTRICO 3+;4210201334712;2;0;16000
;ORAL B HILO DENTAL;7506339394504;0;0;5500
;ORAL B PASTA DENTAL DISNEY PRINCESAS SABOR BUBBLE GUM X100G;3014260279165;0;0;3000
;ORAL B PASTA DENTAL SPIDER MAN ANTICARIES SABOR FRUTAS SILVESTRES X100G;7506339398427;0;0;3000
;ORAL CARE TRAVEL KIT;7503036426200;0;0;1500
;ORAL FRESH KIDS ENJUAGUE BUCAL SIN ALCOHOL 250ML LAB. MAVER;7800004000722;0;0;1500
;ORAL-B CEPILLO DENTAL MEDIO 1UND PROTER Y GAMBLE;3014260833176;0;0;1000
;ORAL-B EXPERT HILO DENTAL PRO SAUCE 25MTS PROCTER Y GAMBLE;7506195137161;0;0;4000
;ORAL-B KIDS 50 G;7500435127370;0;0;1500
;ORALGENE 0,10% 120ML;7800004338436;2;0;4000
;ORALGENE CLORHEXIDINA GLUCONATO 0.12% X120ML LAB. MAVER;7800004340446;2;0;3000
;ORALGENE CLORHEXIDINA GLUCONATO 0.12% X500 ML. LAB. MAVER;7800004340453;0;0;5000
;ORALNE ISOTRETINOINA 20MG 30 CAPSULAS;7804625950442;8;0;35000
;ORALNE ISOTRETINOINA 5MG 30 CAPSULAS ...;7804625950534;0;0;14000
;ORALNE ISOTRETINONINA 10 MG. 30 CAPS. LAB. DEUTCHE;7804625950435;3;0;18000
;OSELTAMIVIR  75 MG  10 CAPS  LAB MSN;8904159677767;0;0;11900
;OSTEOFIX COMP. X40 CONSOLIDACION OSEA;7803504001084;0;0;8500
;OTEX HC CIPROFLOXACINO CLORHIDRATO + HIDROCORTISONA 0.2G + 1G X5ML LAB. CASSARA;7795373011366;3;0;10000
;OTICUM SOLUCION OTICA 5ML;7800060011656;141;0;9000
;OTOC;8904103331738;12;0;9500
;OTOC ONDANSETRON 8MG X10 COMP. LAB SEVEN PHARMA;8904103326574;11;0;8000
;OTOCLEAN CARBONATO DE SODIO 10G X10ML LAB. CASSARA;7795373012103;10;0;9000
;OVERSTIN ESTRIOL 0.5MG X15OVULOS LAB. ASPEN;6091403215454;0;0;27000
;OVESTIN ESTRIOL 100MG X15G LAB. ASPEN;6091403215478;2;0;24000
;OVUKALEN ANTINFLAMATORIO X10OVULOS LAB. KNOP;2031011104898;0;0;4500
;OVULOS DE MTRONIDAZOL 500 MG;7804640561159;0;0;1500
;OXALAMINA OXALAMINA 50MG X100ML LAB. MILAB;7800063130514;56;0;2000
;OXIDEL-D 0,05% SOL NASAL 10ML OXIMETAZOLINA CLORHIDRATO 25MCGHCL;7795373010840;6;0;12000
;OXILIN OXIMETAZOLINA CLORHIDRATO S. NAS. 0.05% 15 ML LAB. PASTEUR;7800068010163;8;0;8000
;OXIMETRO DE PULSO;65675250;0;0;9500
;OXIMETRO DE PULSO (NIÑOS);793969066513;2;0;17000
;OXIMETRO DE PULSO OHT60 -SCANMED-;6950715529232;0;0;14000
;OXIMETRO DE PULSO SATUROMETRO LOVE LIFE;739802462364;0;0;15000
;OXIMETRO DE PULSO ZEN MED;6927394511100;0;0;9500
;OXOLAMINA 28MG 5ML LAB MILAB;7800063130507;171;0;1500
;P.O.P. BANDA DE YESO 15CM X2.7M;7804656850216;0;0;2500
;PACIFOR ACEPROMAZINA 1.35G X10ML LAB. DRAG PHARMA;7800006000294;7;0;7500
;PACK 2 CEPILLOS FAMILY SET MEDIO;7805633018636;6;0;1000
;PACK 6 PAQUETES. 10X6 U. FAMILY SET;7805633012801;0;0;1000
;PACK COLONIA JOVAN MUSK.;7804907923942;0;0;9000
;PACK CORTA UNAS TRIM;71603000063;0;0;3500
;PACK DE CEPILLO PRO DURALON DOBLE ACCION MEDIO;7501007457116;0;0;2500
;PACK DE INSULINA 10 UNIDADES. 30 UI;382904916015;0;0;2500
;PACK DE INSULINA 10 UNIDADES. 50 UI;382904917012;0;0;2000
;PACK LUBRIDER HUMECTACION DIARIA Y REPARACION INTENSA X400X2;7804623850355;0;0;7000
;PACK QG 5 30 COMP;7804651937851;9;0;11500
;PALDAR MUPIROCINA UNGUENTO TOPICO 2 X5G DEUTSCHE;7795380042919;0;0;5800
;PALITOS DE ALGODON;4799020771064;0;0;1190
;PALITOS DE ALGODON X200UND;4799020770081;0;0;1500
;PAMPERS CONFORT SEC  PAÑALES DESECHABLES XXG 14-18KG   16 UND.  PROCTER Y GAMBLE;7500435122450;0;0;4500
;PAMPERS CONFORT SEC PANALES DESECHABLES TALLA G X20UND PG;7500435122443;0;0;4500
;PAMPERS CONFORT SEC PANALES DESECHABLES TALLA M X20UND PG;7500435150699;0;0;4500
;PAMPERS CONFORT SEC PAÑALES DESECHABLES XG 11-15 KG 16 UND. PROCTER Y GAMBLE;7500435122467;0;0;4500
;PANADOL ADVANCE PARACETAMOL X12COMP 500MG GSK;7804900000299;0;0;1000
;PANADOL NIÑOS PARACETAMOL 160MG X90ML LAB.GSK;7804900000374;56;0;7000
;PANADOL PARACETAMOL 500MG X48COMP LAB. GSK;7804900000305;0;0;4000
;PANAL CALZON PM X 16 UNIDADES FAMSET;7805633026891;0;0;8000
;PANALES BABYSEC TALLA G 18 UN.;7806500752172;0;0;5900
;PANALES BABYSEC XXG 14 UN.;7806500752202;0;0;3500
;PANALES UNISEX ADULTO TALLA XG FAM SET 8UNI;7805633021285;10;0;4500
;PANDEL;7861073971184;0;0;21000
;PANTENE;7506309837246;5;0;4000
;PANTENE ACONDICIONADOR BAMBU X400 ML PROCTER Y GAMBLE;7500435155922;0;0;3500
;PANTENE BAMBU NUTRE CRECE X300ML;7500435155915;0;0;3800
;PANTENE CR. PEINAR HIDROCAUT 300;7506309840628;2;0;4000
;PANTENE PRO V 400ML;7506309840024;0;0;3500
;PANTENE PRO V ACONDICIONADOR FUERZA RECONSTRUCCION X400 ML PROTECTER Y GAMBLE;7500435020299;0;0;3500
;PANTENE PRO V ACONDICIONADOR MIRACLES EQUILIBRIO RAIZ Y PUNTAS X250 ML PROCTER Y GAMBLE;7500435209663;0;0;2500
;PANTENE PRO V BRILLO EXTREMO X400ML;7501007457826;0;0;6000
;PANTENE PRO V FUERZA Y RECONSTRUCION X400ML;7500435020244;0;0;3500
;PANTENE PRO-V ACOND 400ML;7506309840581;0;0;3500
;PANTENE PROV RESTAURACION SHAMPOO X400ML;7501006721133;0;0;3500
;PANTOCAL PANTOPRAZOL 40MG. 28 COMP. LAB. EUROFARMA;7891317028961;6;0;10000
;PAÑUELO DESECHABLE 6 UND. FAM SET;7805633012771;0;0;250
;PANUELOS DESECHABLES DOBLE HOJA 19X14 FAMSET;7805633026365;0;0;1500
;PANUELOS DESECHABLES FAMILY SET;7805633012788;0;0;250
;PAPINFLAM PLUS PAPAINA 10MG. X30COMP LAB.MEGALABS;7800059006502;0;0;10000
;PARA TI ULTRAFINAS X8UND;7809536101051;8;0;1500
;PARACETAMOL 100MG 15ML LAB. VALMA;7800044000270;0;0;1000
;PARACETAMOL 125MG 6 SUPOSITORIOS LAB. SEVEN PHARMA;8906051722880;0;0;1000
;PARACETAMOL 1G LAB HOSPIFARMA;7804640561463;0;0;2000
;PARACETAMOL 500 MG . 16 COMPRIMIDOS ORALES. ANDROMACO;7800018000565;0;0;500
;PARACETAMOL INFANTIL SOL GOT O 100MGML LCH 15ML;7800007140524;50;0;2000
;PARACETAMOL TRAMADOL CLORHIDRATO 32537.5MG 30COMP LCH;7800007804600;42;0;3000
;PARACETAMOL X500 PINNACLE B;7804677770548;0;0;500
;PARAGON 21 POR UNIDAD;7804995106630;0;0;500
;PARATI TOA.HIG.UF NOCTX8;7809536101068;7;0;1500
;PARCHE ADHESIVO 5X8CM;6920221110002;0;0;250
;PARCHE CAPSICO 18X13 CMS;7800004032853;0;0;2000
;PARCHE CURITA 72MMX19MM CAJA X100UND;7804680940129;0;0;2000
;PARCHE LEON ARNICA. UNIDAD;4005800154188;0;0;5000
;PARCHE LEON CAPSAICINA. 1 UN.;4005800154195;0;0;5000
;PARCHES CLASICOS FAMILY SET 100 UNIDADES 72X19 CMS.;7805633001997;0;0;2500
;PARCHES RESISTENTES AL AGUA 6.1 X 2.5 CM;7805633008088;0;0;1000
;PARODONTAX BLANQUEDOR CREMA DENTAL 124G;7794640170386;0;0;5500
;PARODONTAX FLUOR CREM DEN GSK;7896015527457;0;0;5000
;PARODOX PAROXETNA 20 MG. 30 COMP. LAB. EUROFARMA;7891317003616;33;0;9000
;PAROXETINA X 20MG X30COMP LAB. LCH;7800007803795;0;0;5000
;PASIFLORA EN GOTAS;2010380121705;0;0;7500
;PASSIFLORA COMPUESTA MEDICAMENTO HOMEOPATICO 30ML LAB. KNOP;2000341103475;0;0;6500
;PASSIFLORA T.M MEDICAMENTO HOMEOPATICO 30ML LAB. KNOP;7803504001688;0;0;6500
;PASSIFLORA T.M MEDICAMENTO HOMEOPATICO 50 COMP. LAB. KNOP;7803504001725;0;0;3000
;PASTA DENTAL AQUAFRESH TRIPE ACCION 126 G;7804900000534;0;0;1700
;PASTA DENTAL SENSODYNE REPARAPROTEGE 100G;7804640170130;0;0;6000
;PASTA DENTAL ULTRA BLANCO. 90 GRS.;7793100111891;0;0;1470
;PASTA DENTAL VITIS BLANQUEADORA X100ML;8427426035355;6;0;6000
;PASTA DENTIFRICA ALOE MENTA VITIS 100 ML;8427426027893;20;0;3500
;PASTA LASSAR;7800044002076;5;0;4000
;PASTA LASSAR PASTA LASSAR VALMA 30G;7800044000102;4;0;2000
;PASTA LASSAR POMADA TOPICA X50G LAB. VALMA;7800044002052;0;0;2500
;PASTA SENSIBILIDAD Y ENCIAS BLANQUADORA. 100 GRS.;7501065064585;0;0;6250
;PASTILLERO SEMANAL GRANDE;7805633020479;11;0;1500
;PASTILLERO SEMANAL REDONDO BH;6921199300334;5;0;2000
;PASTILLERO X14 DIAS BENETT;7804677070075;3;0;2500
;PATA DE VACA X30ML KNOP;2010380121743;0;0;5000
;PATANOL S OLOPATADINA 0.2 2.5ML;7896548197332;4;0;40000
;PAXON BUSPIRONA 10MG;7800060011861;0;0;18000
;PAXON BUSPIRONA 5MG X20COMP LAB. SAVAL;7800060011854;0;0;13500
;PEDIASURE VAINILLA POLVO 850GR;8886451011701;0;0;20000
;PEILARMINA CLINICA PIEL SENCIBLE X750ML;7804907997820;0;0;7500
;PEINETA CAREY TOCADOR PREFACE N-21;7804969800229;0;0;1500
;PEINETA FAMILIAR N-56;7804969800533;0;0;2500
;PEINETA TINTURA 1 UND.;7891537286202;0;0;3000
;PEINETA Y CEPILLO COMB BRUSH 0+ PIGEON;4902508106511;0;0;5500
;PEINETON GIGANTE 1 UND.;7891537300458;0;0;500
;PEINILLA PFIFFERY PRO;7708725270144;0;0;2000
;PEINILLA PRO LEVEL PFIFERY PRO;7708089795765;0;0;2000
;PELARGONIUM SIDOIDES DC 0.8 GML. SOL. ORAL 50 ML. KALOBA;7460536557301;4;0;11000
;PENTOXIFILINA RX PENTOXIFILINA 400MG X30COMP LAB. KOREA UNITED;7800086712117;0;0;6000
;PEPA DE CALABAZA PLUS x60 CAPSULAS;7800063132327;0;0;4500
;PEPA DE CALABAZA1000MG 60 CAPS BDAS CNP;9001001000618;2;0;6500
;PEPSODENT 3X2 TRIPLE+ CREM DENT FDI 90G;7805000172497;0;0;4000
;PEPSODENT CEPILLO DENTAL SUAVE;7805000323165;0;0;1000
;PEPSODENT EXTRA WHITENING 90G;7805000180874;0;0;1500
;PEPSODENT PASTA DENTAL DIENTES FUERTES TRIPLE X90G UNILEVER;7891150094802;0;0;1500
;PEPSODENT TRIPLE + PASTA DENTAL CON FLUOR 90G UNILEVER;6902088603828;0;0;1500
;PEPSODENT TRIPLE + PASTA DENTAL CON FLUOR 90G UNILEVER;7891150090231;0;0;1500
;PEPSODENT XTRA WHITENING PASTA DENTAL 90G -58ML X3 UNILEVER;7805000180898;0;0;3000
;PERA DE GOMA N-12;7806130200166;0;0;5000
;PERA DE GOMA N-8;7806130200142;0;0;3000
;PERBOROL SOL.200ML.;7804972613113;0;0;3500
;PERENTERYL CAPS 250MG;76125512861669;20;0;10000
;PERENTERYL PED 250MG10;76125537567713;20;0;10000
;PERFUME AGUA BRAVA PUIG 200 ML HOMBRE;8411061401200;2;0;18000
;PERFUME DIAVOLO ANTONIO BANDERAS 200ML;8411061849361841106184936;0;0;23000
;PERFUME DIAVOLO ANTONIO BANDERAS 50ML;8411061849378;0;0;14000
;PERFUME MILLIONAIRE TITANIUM INTENSE 100ML;7804902042785;0;0;14000
;PERIO AID CLORHEXIDINA 0.05% 500ML LAB. DENTAID;8427426041820;0;0;8000
;PERIO AID CLORHEXIDINA 0.12% 500ML LAB. DENTAID;8427426041851;0;0;8000
;PERIOD AID DIGLUCONATO DE CLORHEXIDINA + CLORURO DE CETILPIRIDINO 0.12G + 0.05G 150ML LAB. DENTAID;8427426041844;6;0;6500
;PERIOD AID MANTENIMIENTO 150ML ENJUAGUE BUCAL CLORHEXIDINA 005 DENTAID;8427426041813;6;0;5500
;PERLARM O9+6;76157385373273;8;0;4000
;PERMANGANATO .POTASIO 1G;7805357001358;2;0;500
;PERTIUM NEBIVOLOL 5MG X30COMP LAB. SAVAL;7800060153776;0;0;8000
;PERTUSSIN ANTITUSIVO GOTAS ORALES X30ML KNOP;2000341113511;0;0;5000
;PETALOS DESMAQUILLADORES 80UND;7003260006464;0;0;1000
;PETALOS DESMAQUILLANTE 80UNI.;7805633025566;0;0;1500
;PETALOS DESMAQUILLANTES BEAUTY;7805633025559;0;0;1000
;PETALOS DESMAQUILLANTES X2 SPRING NATURAL;000002593654;0;0;2000
;PETRI ENCRESP PESTAÑA;7804907916425;2;0;3500
;PETRIZZIO  SPRAY PROTECTOR SOLAR;7804907962705;5;0;5000
;PETRIZZIO ACIDO HIALUROLICO 1.5%;7804907980235;0;0;10000
;PETRIZZIO CREMA HYALURONICO EFFECTO DIA + NOCHE;7804907875258;0;0;13000
;PETRIZZIO HIDRA SHOCK PLUS CON VIT B3 28ML;7804907961272;1;0;8500
;PETRIZZIO OLEO ANTIFRIZZ ACEITE DE ARGAN 100 ML. LAB . PETRIZZIO;7804907924727;8;0;4000
;PETRIZZIO OLEO REPARADOR ACEITE COCO 100 ML. LAB. PETRIZZIO;7804907938823;19;0;5000
;PETRIZZIO TOALLAS DESMAQUILLANTES LAB. PETRIZZIO;7804907971059;0;0;2000
;PETRIZZIO TOALLITAS DESMAQUILLANTES ROSAS X25UNIDADES LAB PETRIZZIO;7804907971042;0;0;2000
;PETRIZZIO VACATION MODE ON 200ML;7804907995598;1;0;7500
;PFIFFERY ADHESIVO PESTANAS CLEAR TONE 5 GR PFIFFERY;7708089795185;0;0;2500
;PFIFFERY ADHESIVO PESTANAS WATERPROOF DARK TONE 7 GRS PFIFFERY;7709099637762;0;0;2500
;PFIFFERY ADHESIVO PESTANAS WHITE TONE 5 GRS PFIFFERY;7708089795215;0;0;2500
;PFIFFERY PEINE ANTIESTATICA CARBON 1 UND. LAB. GENESIS;7709990734966;0;0;2500
;PFIFFERY PEINE MULTIUSOS CURLING HAIR 1 UND. LAB. GENESIS;7709990925937;0;0;1500
;PFIFFERY SET APLICADORES DE SOMBRAS 12 UND. PFIFFERY;75613042780735;0;0;1000
;PHARMATON VITALITY VITAMINAS+MINERALES A BASE DE PANAX GINSENG. X30COMP. SANOFI;3664798041521;0;0;7500
;PHB ORTHODONTIC CEP DENT DENT 1UNI;8427426020351;0;0;4000
;PHB SUPER 6 CEPILLO SENSIBLE 1UNI;8437002591663;0;0;4000
;PHB SUPER 8 CEPILLO MEDIO 1UNI;8427426020054;0;0;3500
;PHILIPS AVENT BIBERON DE VIDRIO X240ML 8OZ;8720689006996;0;0;17500
