Producto;Codigo;Stock;Costo;Precio;Categoria
MIGHTY PARCHE ACNE DUO X 12 UN X LABHERO;850007468002;2;0;10000;Dispositivos y accesorios médicos
MIGRA - NEFERSIL OFERTACLONIXINATO + ERGOTAMINA 125MG + 1 MG X10 COMP. LAB. MEGALAB;7730969301339;0;0;6500;SIN CLASIFICAR
MIGRAPLEX CEFALEA MIGRAÑA 30 COMP. LAB. KNOP;7803504003095;0;0;3500;SIN CLASIFICAR
MILLEF CARE CERA MICROONDAS X180;7804923025248;11;0;6000;Dispositivos y accesorios médicos
MILLEF CARE CREMA DEPILATORIA X100;7804923025187;4;0;5500;Fórmulas especificados por Minsal
MILLEF SOFT BAND FAC 16UND;7804923025071;2;0;4500;SIN CLASIFICAR
MILLEFIORI CREMA DEPILADORA 20G;7804923025194;8;0;4000;Fórmulas especificados por Minsal
MINI PASTILLERO 7 DIAS BH;6921199300259;0;0;2500;SIN CLASIFICAR
MINITABS CIRUELAX CASSIA ANGUSTIFOLIA 75MG X100COMP LAB. GARDEN HOUSE;7803510002266;6;0;6500;SIN CLASIFICAR
MINITABS CIRUELAX CASSIA ANGUSTIFOLIA 75MG X20COMP LAB. GARDEN HOUSE;7803510002129;1;0;2500;SIN CLASIFICAR
MINTALUB CREMA DERMICA X35MG MINLAB;7800063360195;0;0;3000;Fórmulas especificados por Minsal
MINTAVIT VITAMINA C MAS.FR.500MG 32COMP;7800063004631;95;0;2000;Vitaminas, minerales y oligoelementos
MIRAGRAN NARATRIPTAN 2.5MG X10COMP LAB. ROYAL PHARMA;7800059006052;0;0;11000;Fármacos antimigraña (dolor vascular)
MIRTAVIAE MIRTAZAPINA 30MG X30COMP LAB. GALENICUM;8437020503426;1;0;21000;Antidepresivos
MIRTAZAPINA 30 COMP. 15 MG. LAB. CHILE;7800007811189;0;0;8500;Antidepresivos
MODAVITAE 100 MG MODAFINILO 100 MG;8437020503204;0;0;17500;Estimulantes/anoréxicos
MODAVITAE MODAFINILO 200 MG. 30 COMP. LAB. GALENICUM B;8437020503211;0;0;25000;Estimulantes/anoréxicos
MODILCASS IMQUIMOD 5.0G X10G LAB. CASSARA;7795373019768;0;0;34000;SIN CLASIFICAR
MODUMIQ IMIQUIMOD 5G X3G LAB. LAZAR;7795347982937;0;0;15000;Medicamentos y Productos Farmacéuticos
MOKIT OF SOL NASAL V/DOS X50ML;7804918452608;30;0;3500;SIN CLASIFICAR
MOMENTA OLMESARTAN MEDOXOMILO + HIDROCLOROTIAZIDA 40MG + 12.5MG X30COMP LAB. EUROFARM;7891317023140;0;0;9000;Antihipertensivos
MOMENTA OLMESARTAN MEDOXOMILO 40MG X30COMP LAB. EUROFARM;7891317018474;0;0;9000;Antihipertensivos
MOMENTA TODALAFILO USO ADULTO 5 MG. 30 COMP. LAB. EUROFARMA;7891317027742;0;0;10000;SIN CLASIFICAR
MONDRIAN ANFEBUTAMONA 150MG;7800018124056;0;0;14500;Antidepresivos
MONEZ MOMETAZONA FUROATO SUSP. NASAL SPRAY 50 MCG 140 DOSIS LAB. CHILE;7800007801708;0;0;15000;SIN CLASIFICAR
MONKAST MONTELUKAST 10MG X28COMP LAB. PASTEUR;7800068010873;0;0;15000;Antiasmáticos
MONSTER ENERGY GUARANA X473ML;70847009511;0;0;2000;SIN CLASIFICAR
MONSTER ENERGY ULTRA GOLD SIN AZUCAR X473ML;70847031406;0;0;2000;SIN CLASIFICAR
MONSTER ENERGY ULTRA SIN AZUCAR X473ML;70847021964;0;0;2000;SIN CLASIFICAR
MONSTER MANGO LOCO ENERGY X473ML;70847035800;0;0;2000;SIN CLASIFICAR
MONSTER ULTRA PARADISE SIN AZUCAR X473ML;70847035206;0;0;2000;SIN CLASIFICAR
MONTEKULAST 10MG X30COMP LAB. SEVEN PHARMA;8903726195529;27;0;5000;SIN CLASIFICAR
MONTEKULAST 5MG X30COMP LAB. SEVEN PHARMA B;8903726192368;38;0;6800;SIN CLASIFICAR
MONTELUKAST 4MG X30COMP. LAB. SEVEN PHARMA;8903726192696;4;0;6500;Antiasmáticos
MONTELUKAST LCH 10MG;7800007810571;22;0;3500;Antiasmáticos
MONTICINA 15G;7800063360096;0;0;4000;SIN CLASIFICAR
MORDEDOR ENFRIABLE 3M+;8850217715561;8;0;2500;SIN CLASIFICAR
MORENA DIABETES MEDICAMENTO HOMEOPATICO X50COMP LAB. KNOP;7803504001763;0;0;4000;SIN CLASIFICAR
MORINGA ANCESTR 120CAP VALL-SOL 42G;5854010753266;0;0;12500;SIN CLASIFICAR
MOSTAZA MOLIDA MATERIA PRIMA 30GR;7805357001006;0;0;1500;SIN CLASIFICAR
MOUSSE DUO 160 ML ACONDICIONADOR Y FIJADOR;7804947000597;4;0;3500;Dispositivos y accesorios médicos
MOUSSE MODERNA FIJACION RIZZO STYLING 320ML;7804947000580;0;0;3000;SIN CLASIFICAR
MOVIGIL MODAFILINO 100 MG. 30 COMP.;7800028001330;0;0;26000;SIN CLASIFICAR
MOVIGIL MODAFINILO 200MG BAGO;7800028001347;0;0;33000;Estimulantes/anoréxicos
MOXIFLOXACINO 400MG X10COMP LAB. DE CHILE;7800007804006;0;0;12000;Antibióticos
MT AGUJA HIPODERMICA ESTERIL 23 GRS. X 1 100 UNDS. MEDICALT;465800300048;0;0;100;Agujas inyección, aspirac. y accesorios
MUCIVIL  SOL. TOPICO 1 %  TERBINAFINA CLORHIDRATO  20 ML.  1 UND.   LAB. PRATER;7804918500576;0;0;6000;Agua y electrolitos
MUCIVIL GOTAS X15ML;7804918500088;2;0;2500;SIN CLASIFICAR
MUCIVIL S. TOPICA 1% TERBINAFINA CLORHIDRATO 15 ML 1 UND. LAB. PRATER;75613044006601;0;0;3000;Fungicidas o antimicóticos
MUCIVIL TERBINAFINA 250 MG. X30 COMP. LAB. PRATER;7804918500354;0;0;7500;Fungicidas o antimicóticos
MULTI-VIT BEAPHAR;8711231114283;0;0;11000;SIN CLASIFICAR
MULTIFLORA 8 ML GOTAS PROBIOTICAS;7800059005055;8;0;17000;SIN CLASIFICAR
MULTIFLORA ADVANCE PROBIOTICOS 2X10UFC X30CAPS MEGALABS;5027314498625;0;0;21000;SIN CLASIFICAR
MULTIFLORA ATB PROBIOTICOS 15G X30CAPS LAB. MEGALABS;7800059006281;0;0;25000;SIN CLASIFICAR
MULTIFLORA D CON VIT.D 8ML;7800059006991;0;0;17000;SIN CLASIFICAR
MULTIFLORA PLUS PROBIOTICOS 1 x 10 30 CAP. LAB. MEGALABS;5027314502940;20;0;18000;SIN CLASIFICAR
MULTIFLORA PROBIOTICOS X14SACHETS LAB. MEGALABS;5027314502964;0;0;17000;SIN CLASIFICAR
MULTIVITAMINAS EFERVESCENTE. 20 TABS. EFERVESCENTES.;7804671180190;46;0;3960;SIN CLASIFICAR
MULTIVITAMINICO 30 TAB;7805633022800;0;0;4000;Vitaminas, minerales y oligoelementos
MULTIVITAMINICO HOMBRE 30 COMP LAB. SPRINGLIFE;7805633022824;5;0;3500;Vitaminas, minerales y oligoelementos
MULTIVITAMINICO HOMBRE SAB. NARANJA SPRINGLIFE;7805633027393;2;0;11000;Vitaminas, minerales y oligoelementos
MULTIVITAMINICO HOMBRE X60CAP LAB. SPRINGLIFE;737186534196;0;0;5000;Vitaminas, minerales y oligoelementos
MULTIVITAMINICO X30 CAPS SPRINGLIFE;7805633029090;0;0;3000;Vitaminas, minerales y oligoelementos
MUNO 5 SUPLEMENTO ALIMENTARIO X30 CAPS LAB. AXON PHARMA;7804651290291;21;0;11000;Vitaminas, minerales y oligoelementos
MUNO PROBIOTICOS X10ML LAB. AXON PHARMA;7804651290345;0;0;19000;SIN CLASIFICAR
MUNO SUPLEMENTO ALIMENTARIO 30 STICKS LAB. AXON PHARMA;7804651290109;0;0;27000;Vitaminas, minerales y oligoelementos
MUNO SUPLEMENTO ALIMENTARIO START PROBIOTICOS+VITAMINAS 400UI X30SOBRES AXON PHARMA;7804651290321;0;0;23000;Vitaminas, minerales y oligoelementos
MUNO SUPLEMENTO ALIMENTARIO X30 COMP. LAB. AXON PHARMA;7804651290338;0;0;14000;Vitaminas, minerales y oligoelementos
MUPAX MUPIROCINA 2G X7.5G LAB. LAZAR;7795347982890;0;0;5000;Antibióticos
MUPIROCINA UNGUENTO TOPICO X15G 2 HOSPIFARMA;7804640560534;0;0;4500;Antibióticos
MUXOL PEDIATRICO AMBROXOL CLORHIDRATO 15 MG X100ML LAB. SAVAL;7800060009738;12;0;4000;Productos para tos, mucolíticos
NAFAZOLINA HCL+ ANTAZOLINA FOSFATO. SOL. OFTALMICA 10 ML. OFTALIRIO;7800060003606;0;0;9000;Oftálmicos
NAFTALINA 9 BOLITAS;8862233777881;0;0;1500;SIN CLASIFICAR
NAIL CLIPPER BEAUTY;8424559090138;0;0;1500;SIN CLASIFICAR
NAIL POLISH 100 BEAUTY;7805633023562;0;0;1500;SIN CLASIFICAR
NAN 1 L.COMFORTIS 0 A 6 M 800GR;7506475116800;0;0;24000;SIN CLASIFICAR
NAN 1 OPTIPRO 5HMO 0 A 6M 800G. NESTLE;7506475116961;1;0;32000;SIN CLASIFICAR
NAN 2 L CONFORTIS FORM INFANT X 800 GR;7506475116794;0;0;19000;Suplementos alimentarios no programas
NAN 2 OPTIPRO 5HMO 800G NESTLE;7506475116954;7;0;27000;SIN CLASIFICAR
NAN EXPERTPRO COMFORT 3 HMO 800GR;7613039819333;0;0;28000;SIN CLASIFICAR
NAN OPTI PRO 3;7501059232877;0;0;32000;SIN CLASIFICAR
NANB 2 CONTINUACION X800G;8445291357891;9;0;14000;SIN CLASIFICAR
NAPHCON-A NAFAZOLINA CLORHIDRATO FENIRAMINA MALEATO;7896548134825;0;0;55000;Oftálmicos
NAPROXENO SODICO 10COMP LCH 550MG;7800007176394;0;0;1500;Analgésico Antipirético Antiinflamatorio
NARIKLIN ASPIRADOR NASAL INFANTIL VAICO MEDICAL;4711436400208;3;0;6000;Dispositivos y accesorios médicos
NARTAN NARATRIPTAN 2.5MG X10COMP LABORATORIO CHILE;7800007790651;0;0;13000;Fármacos antimigraña (dolor vascular)
NARTAN NARATRIPTAN 2.5mg2 COMP.;7800007790736;0;0;5000;Fármacos antimigraña (dolor vascular)
NASIVIN CLORURO DE SODIO + GLICEROL 0.65G + 1 G 30ML LAB. MERCK;7501298211367;0;0;12000;Medicamentos y Productos Farmacéuticos
NASOLVER JARABE X100ML MINTLAB;7800063000794;0;0;3500;SIN CLASIFICAR
NASONEX MOMETASONA FUROATO 50mcg 140DOSIS LAB. ORGANON;7707213871269;0;0;23000;Antigripales, descongestionantes nasales
NASTIZOL COMPOSITUM x 6 comprimidos -Bago-;7800028001231;0;0;1000;SIN CLASIFICAR
NASTIZOL PARACETAMOL + 120 MG + PSEUDOEFEDRINA 7.5 MG + CLORFENAMINA. 15 ML. GOTAS LAB.BAGO;7800028000852;21;0;10800;Analgésico
NASTIZOL PARACETAMOL + CLORFENAMINA MALEATO + PSEUDOEFEDRINA 500MG + 4MG + 60MG X10COMP LAB. BAGO;7800028210602;0;0;3500;Analgésico
NASTIZOL PARACETAMOL + CLORFENAMINA MALEATO + PSEUDOEFEDRINA SULFATO 125MG + 2MG + 30MG X100ML LAB.;7800028210350;0;0;9500;Analgésico
NASTIZOL PSEUDOEFEDRINA SULFATO+CLORFENAMINA MALEATO 30MG+1MG X15ML LAB. BAGO;7800028310296;10;0;10000;SIN CLASIFICAR
NASTUL COMPUESTO 10. COMP. LAB. CHEMO;7800041047605;11;0;2000;SIN CLASIFICAR
NASTUL PARACETAMOL + PSEDOEFEDRINA SULFATO + CLORFENAMINA MALEATO 125MG + 30MG + 2MG X100ML LAB. CH;7800041047629;59;0;3000;Analgésico
NASTUL SOLUCION GOTAS ORALES X15ML CHEMA;7800041047643;30;0;5500;Otras sales
NATICARE PRE SUPLEMENTO ALIMENTARIO X30CAP LAB. ITF;7809591401936;0;0;9000;Vitaminas, minerales y oligoelementos
NATICARE SUPRA X30COMP ITF;7809591402506;1;0;12000;SIN CLASIFICAR
NATURA LIST STEVIA ENDULSADO EN BASE DE STEVIA Y SUCRALOSA X270ML LAB PRATER;7804918401651;0;0;2500;Dispositivos y accesorios médicos
NATURALIST STEVIA TAB X 500 ENDULZANTE;7804918401248;0;0;4000;SIN CLASIFICAR
NATURALIST SUCRALOSA X500 TAB ENDULZANTE;7804918401606;0;0;2000;SIN CLASIFICAR
NATURELLA CON ALAS  X 8;7506309895208;0;0;1000;SIN CLASIFICAR
NATURELLA CUID NOT.EXL 8;7506339394719;0;0;1500;SIN CLASIFICAR
NAZTIZOL 10COMPRIMIDOS;SDLFJSDI;0;0;3500;SIN CLASIFICAR
NEBIVITAE NOBIVOLOL 5MG X28COMP LAB. GALENICUM;7804653720567;7;0;9000;SIN CLASIFICAR
NEFERSIL CLONIXINATO DE LISINA 5G X50G LAB. MEGALABS;7730698001159;0;0;13500;Analgésico
NEFEX DUO DUTASTERIDA + TAMSULOSINA CLORHIDRATO 0.5MG + 0.4MG X30CAPS LAB. OPKO;7804620835607;0;0;17000;Andrógenos e inhibidores androgénicos
NEOMICINA 12COMP LCH 500MG;7800007122629;0;0;6500;Antibióticos
NEPOKARE DONEPEZILO CLORHIDRATO 10MG X30COMP LAB. DR.REDDYS;7804667110286;0;0;19000;Colinérgicos e inhib. de colinesterasa
NERVOHEEL 50 COMPRIMIDOS SUBLINGUALES;7809561400082;10;0;17000;SIN CLASIFICAR
NESSUCAR POLVO X 500 GR;7891000299265;2;0;8500;Otros equipos electrom. no especificados
NEUMOCORT PLUS BUDESONIDA + FORMOTEROL 160MCG + 4,5 INH 150DOSIS LAB CASSARA;7795373024458;3;0;35000;Broncodilatadores
NEUREXAN COMP SUBLINGUALES X50UND HEEL;7809561400945;0;0;14000;SIN CLASIFICAR
NEUROBION DC;76125502330528;12;0;20000;SIN CLASIFICAR
NEUROBION VITAMINAS B1 + B6 + B12 100MG + 100MG + 10MG X3 JERINGAS LAB. DOBLE CAMARA;7501298223803;0;0;20000;Medicamentos y Productos Farmacéuticos
NEUROBIONTA ADVANCE 30 COMP. RECUBIERTOS;7800435221035;0;0;20000;SIN CLASIFICAR
NEUTROGENA ACIDO HIALURONICO HYDRO BOOST WATER GEL HIDRATANTE X50G JJ;7891010882983;10;0;11000;Vitaminas, minerales y oligoelementos
NEUTROGENA FACE CARE INTENSIVE;7891010253844;0;0;7000;SIN CLASIFICAR
NEUTROGENA GEL;7891010882990;3;0;11000;SIN CLASIFICAR
NEUTROGENA HYDRO BOOST ACIDO HIALURONICO X50G KENVUE;7891010255725;2;0;7000;Vitaminas, minerales y oligoelementos
NEUTROGENA MAKEUP REVOMER X25TOALLAS;70501053553;0;0;3000;SIN CLASIFICAR
NEUTROGENA TOALLITAS DESMAQUILLANTES X25 UND.;070501051054;0;0;3000;SIN CLASIFICAR
NEVINEX 75 PREGABALINA 75MGX30 CAPS LAB OPKO;7804620834396;19;0;2000;Anticonvulsivantes, antiepilépticos
NEXCAR CINTA QUIRURGICA DE PAPEL COLOR BLAN 124.4;7702098004146;0;0;6000;Dispositivos y accesorios médicos
NEXCARE 3M VENDITAS IMPERMEABLES 6UND. NEXCARE;51131223196;0;0;3500;SIN CLASIFICAR
NEXCARE APOSITO ADHESIVO PIEL SENCIBLE 4.1CM X 6.7CM X3UND. 3M;7805070024634;0;0;6500;Dispositivos y accesorios médicos
NEXCARE BANDITAS TRANSPARENTES X10UND. 3M;51131223912;0;0;2000;SIN CLASIFICAR
NEXCARE BOTIQUIN EVOLUTION 22PIEZAS 3M;7805070024528;3;0;9000;SIN CLASIFICAR
NEXCARE CINTA QUIRURGICA DE PAPEL 24MM 3M;7702098004184;0;0;7000;Dispositivos y accesorios médicos
NEXCARE COBAN VENDA AUTO ADHERENTE 75MMX4.5M X1UND 3M;7805070401312;0;0;7500;Yeso y accesorios relacionados
NEXCARE CURACION AVANZADA;051131223196;0;0;3500;SIN CLASIFICAR
NEXCARE GASA SUAVE Y RESISTENTE 10X10CM. X6UND. 3M;7805070002779;0;0;1900;Dispositivos y accesorios médicos
NEXCARE GAZA SUAVE Y RESISTENTE 6 GASAS 3M;7805070002786;0;0;2500;SIN CLASIFICAR
NEXCARE LIMP. HERIDAS 200ML 3M;7805070008207;1;0;3500;SIN CLASIFICAR
NEXCARE PARCHE OCULAR ADULTO 5UND. 3M;7805070024757;0;0;3500;Dispositivos y accesorios médicos
NEXCARE PARCHE OCULAR PIEL SENCIBLE ADULTO 14UND. 3M;7805070024641;1;0;9500;Dispositivos y accesorios médicos
NEXCARE PARCHE OCULAR PIEL SENSIBLE NIÑOS 14UND. 3M;7805070024658;2;0;10000;Dispositivos y accesorios médicos
NEXCARE PARCHES DE ESPUMA ACOLCHADA X15UND 3M;7805070023941;0;0;4500;SIN CLASIFICAR
NEXCARE SUTURAS ADHESIVAS 6MMX75MM 9UND. 3M;7805070024597;0;0;9000;SIN CLASIFICAR
NEXCARE TAPONES DE OIDO CON ESTUCHE;NEXTAPO;0;0;5000;SIN CLASIFICAR
NEXCARE TAPONES DE OIDO REUTILIZABLE X1 PAR 3M;7805070972362;0;0;5000;SIN CLASIFICAR
NEXCARE TEGADERM 3 APOSITOS TRASPARENTES 6CMX7CM 3M;51131224971;0;0;6000;SIN CLASIFICAR
NEXCARE TEGADERM APOSITO TRANSPARENTE 6CM X 7CM X3UND. 3M;7805070024566;0;0;6500;Dispositivos y accesorios médicos
NEXCARE VENDITAS CON GEL QUE AYUDA ALIOVIAR EL DOLOR X6UND. 3M;51131224131;0;0;3500;SIN CLASIFICAR
NEXGARD 10 A 25KG COMPRIMIDOS MASTICALES PARA PERROS;7809599501515;0;0;6000;SIN CLASIFICAR
NEXGARD AFOXOLANER 11.3MG PULGAS GARRAPATAS Y ACAROS 2 A 4KG 1COMP. MASTICABLES XXC17;24242117;0;0;4000;SIN CLASIFICAR
NEXGARD AFOXOLANER 68MG PULGAS GARRAPATAS Y ACAROS 10.1 A 25KG 1COMP. MASTICABLES XXC16;24242116;0;0;6000;SIN CLASIFICAR
NEXGARD SPECTRA 2-3.5 KG 1 COMP;7809590501904;0;0;12000;SIN CLASIFICAR
NEXGARD SPECTRA INTERNAEXTERNA PERRO 15.1 A 30KG X1COMP. BOEHRINGER INGELHEIM XXC12;24242112;0;0;14000;SIN CLASIFICAR
NEXGARD SPECTRA INTERNAEXTERNA PERRO 2 A 3.5KG X1COMP. BOEHRINGER INGELHEIM XXC15;24242115;0;0;7500;SIN CLASIFICAR
NEXGARD SPECTRA INTERNAEXTERNA PERRO 3.6 A 7.5KG X1COMP. BOEHRINGER INGELHEIM XXC14;24242114;0;0;10000;SIN CLASIFICAR
NEXGARD SPECTRA INTERNAEXTERNA PERRO 30 A 60 X1COMP. BOEHRINGER INGELHEIM XXC11;24242111;0;0;16000;SIN CLASIFICAR
NEXGARD SPECTRA INTERNAEXTERNA PERRO 7.6 A 15KG X1COMP. BOEHRINGER INGELHEIM XXC13;24242113;0;0;12000;SIN CLASIFICAR
NEXIUM ESOMEPRAZOL 10MG 28 SOBRES;7501098609814;0;0;45000;Antiulcerosos y relacionados
NEXIUM ESOMEPRAZOL 20MG X28COMP LAB. ASTRAZENECA;7896206405533;0;0;30000;Antiulcerosos y relacionados
NEXIUM ESOMEPRAZOL 40MG X28COMP LAB. ASTRAZENECA;7896206405557;0;0;53000;Antiulcerosos y relacionados
NEZEL XR VENLAFAXINA CLORHIDRATO 150MG X30CAPS MINTLAB B;7800063312262;0;0;23000;Antidepresivos
NICODROPS NAFAZOLINA HCL + DEXTRAN 0.25MG + 1MG X10ML LAB. NICOLICK;7800060035652;1;0;20000;Oftálmicos
NICOTEARS HIPROMELOSA + DEXTRAN 3MG + 1MG X20ML LAB. NICOLICK;7800060003408;0;0;13000;SIN CLASIFICAR
NIDAL CONTINUACION APARTIR DE LOS 6 MESES X800G NIDAL;7501058629760;0;0;14000;SIN CLASIFICAR
NIDAL INICIO 800G NESTLE;8445291236448;10;0;18000;SIN CLASIFICAR
NIDAL JUNIOR 800G 3;8445291290877;0;0;9000;SIN CLASIFICAR
NIDO 1+ LECHE PLOVO X 700 GR NESTLE;8445290732514;0;0;8500;Fórmulas especificados por Minsal
NIDO 1+LECHE POLVO 1350GR NESTLE;8445290510860;0;0;19000;Otros equipos electrom. no especificados
NIDO 3 + LECHE POLVO X 700 GR NESTLE;8445290732545;0;0;8500;Fórmulas especificados por Minsal
NIDO 3+ LECHE POLVO1350GR NESTLE;8445290510891;0;0;17000;Fórmulas especificados por Minsal
NIDO 5+ LECHE EN POLVO 1350GR NESTLE;8445290511027;0;0;20000;Fórmulas especificados por Minsal
NIDO 5+ LECHE POLVO 700GR;8445290731432;0;0;8500;Fórmulas especificados por Minsal
NIEVA AGUA MICELAR ILUMINADORA X400ML;4006000067926;0;0;6500;Agua y electrolitos
NIEVA CREMA REAFIRMANTE Q10;4006000086132;0;0;6500;Fórmulas especificados por Minsal
NIMUS RETARD BEZAFIBRATO 400MG X30COMP LAB. TECNOFARMA;7800070001302;0;0;35000;Medicamentos y Productos Farmacéuticos
NISTAGLOS CREMA 30G;7861073970699;0;0;17000;Fórmulas especificados por Minsal
NISTATINA 100.000 U.I.G. UNGUENTO TOPICO X15GR HOSPIFARMA;7804640560572;21;0;1500;Fungicidas o antimicóticos
NISTATINA 100000 U.I./G 15G UNGUENTO LAB CHILE;7800007144515;15;0;1500;Fungicidas o antimicóticos
NISTATINA 100000 UI X12OVULOS LAB. DE CHILE;7800007142573;0;0;3000;Fungicidas o antimicóticos
NISTATINA METRONIDAZOL 10 OVULOS LAB CHILE;7800007142498;0;0;10000;Fungicidas o antimicóticos
NISTATINA SUSP O 100000UIML LAFED 24ML;7800086789409;0;0;15000;Fungicidas o antimicóticos
NIV ILUMINOUS SKINGLOW SERUM X30ML;4006000179278;1;0;9000;SIN CLASIFICAR
NIVE MEN PROTECT & CARE 150ML;4005900353054;7;0;2500;SIN CLASIFICAR
NIVEA AGUA MICELAR 0% RESIDUOS;4006000020839;3;0;6500;Agua y electrolitos
NIVEA AGUA MICELAR BIFASICA ROSE CARE 100ML;4006000100791;3;0;4000;Agua y electrolitos
NIVEA AGUA MICELAR BIFASICA X400ML;4005900499257;0;0;6500;Agua y electrolitos
NIVEA AGUA MICELAR REGENADORA X400ML;4006000067919;0;0;6500;Agua y electrolitos
NIVEA AGUA MICELAR ROSE CARE X400ML;4005900773821;0;0;6500;Agua y electrolitos
NIVEA AGUA MISCELAR PIEL SENCIBLE X400ML;7702003006265;0;0;6500;Agua y electrolitos
NIVEA ANTITRANSPIRANTE NIVEA PEARL BEAUTY X150 ML AEROSOL BEIERSDORF;4005808837311;6;0;2500;SIN CLASIFICAR
NIVEA BAL.LAB.BELLA;4006000157290;3;0;5500;SIN CLASIFICAR
NIVEA BAL.LABIAL BLANCA NIEVES.4.BG;4006000157276;2;0;5000;SIN CLASIFICAR
NIVEA BALSAMO LABIA X4.8G SUN PROTEC NIVEA;4005900436948;0;0;5000;SIN CLASIFICAR
NIVEA BALSAMO LABIAL PRINCESAS;4006000157283;4;0;5500;SIN CLASIFICAR
NIVEA BALSAMO LABIAL WATERMELON;4005900764553;0;0;5000;SIN CLASIFICAR
nivea black white;4005900542557;0;0;2500;SIN CLASIFICAR
NIVEA BLACK WHITE INVISIBLE CLEAR ROLL ON ANTITRANSPIRANTE X50ML BEIERSDORF;4005900036704;0;0;2500;SIN CLASIFICAR
NIVEA BLANK Y WHITE  PURE 150ML;4005900036605;5;0;2500;SIN CLASIFICAR
NIVEA CELLULAR ACIDO HIALURONICO X30 ML LAB. BEIERSDORF;4005900957061;1;0;14500;Vitaminas, minerales y oligoelementos
NIVEA CREMA CORPORAL REAFIRMANTE Q10+VITAMINA C X1000 BEIERSDORF;4005900491060;0;0;9000;Fórmulas especificados por Minsal
NIVEA CREMA FACIAL HIDRATANTE. X400ML.BEIERSDORF;4005800137662;0;0;8000;Fórmulas especificados por Minsal
NIVEA CREMA PARA MANOS CALMATE ALOE VERA 75ML;4006000069784;6;0;2000;Fórmulas especificados por Minsal
NIVEA CREMA PARA MANOS CUIDADO INTENSIVO PIEL SECA 100ML/102G;42429142;2;0;3000;Fórmulas especificados por Minsal
NIVEA CREMA ROSTRO CUERPO MANOS. X75ML. BEIERSDORF;4005900528230;6;0;6000;Fórmulas especificados por Minsal
NIVEA CREMA X150ML;4005800137556;2;0;4000;Fórmulas especificados por Minsal
NIVEA CREMA X30ML BEIERSDORF;4005800137655;17;0;2500;Fórmulas especificados por Minsal
NIVEA DERMO PROTEC;4005900950925;0;0;3000;SIN CLASIFICAR
NIVEA DOUBLE EFFECT;4005808257720;0;0;2500;SIN CLASIFICAR
NIVEA FACE ROSE CARE TOALLITAS X25;76047505835259;12;0;2500;SIN CLASIFICAR
NIVEA LOCION Q10 REAFIRMANTE X400ML;4005900954541;0;0;6500;SIN CLASIFICAR
NIVEA MASC.URB.SKIN HD.1;4005900622600;6;0;4000;SIN CLASIFICAR
NIVEA MEN  DESODORANTE DERMA PROTEC CLINICAL   150ML  NIVEA;4005900950918;0;0;3570;SIN CLASIFICAR
NIVEA MEN BLACK & WHITE 150 ML;4005900036711;21;0;2500;SIN CLASIFICAR
NIVEA MEN BLACK CARBON DESOD BARRA 54G;4005900919557;1;0;3500;Antídotos, quelantes y eméticos
NIVEA MEN BLACKWHITE ROLLON ANT BEIE 50ML52G;4005900036759;0;0;2500;SIN CLASIFICAR
NIVEA MEN BLANK Y WHITE INVIISBLE 150ML;4005900728173;4;0;2500;SIN CLASIFICAR
NIVEA MEN CLINICAL DEO  ROLL ON 50ML;4006000087221;5;0;5000;SIN CLASIFICAR
NIVEA MEN CREME 150ML;4005900528223;5;0;7000;SIN CLASIFICAR
NIVEA MEN DEEP EXTREME MAXX 150ML;4006000090849;9;0;2500;SIN CLASIFICAR
NIVEA MEN FRESH OCEAN 150ML;4005900515933;11;0;2500;SIN CLASIFICAR
NIVEA MEN PROTECT DESHODORANTE;4005900354945;0;0;2500;SIN CLASIFICAR
NIVEA MEN SENSITIVE PROTECT 150ML;4005808663798;2;0;2500;SIN CLASIFICAR
NIVEA PEARLBEAUTY ROLL-ANT BEI 50ML;4005808257669;0;0;2000;SIN CLASIFICAR
NIVEA Q10 ANTI-ARRUGAS POWER CONTORNO DE OJOS 15ML;4005808179732;0;0;14000;SIN CLASIFICAR
NIVEA ROLL ON ANTITRANSPIRANTE TONO NATURAL CLASSIC TOUCH X50ML BEIERSDORF;4005900624116;0;0;2500;SIN CLASIFICAR
NIVEA SIN PERFUME;4005808663927;0;0;3200;SIN CLASIFICAR
NIVEA TONO NATURAL VIT.C CLASSIC TOUCH 150ML;4005808829675;4;0;2500;SIN CLASIFICAR
NOBIVAC® DAPPvL2 VACUNA SEXTUPLE 1DOSIS LAB. MSD;662858121315;0;0;4500;Vacunas, antígenos y toxoides
NOGESTA 75 MCG DESOGESTREL 75 MCG X 28 COMP. RECUBIERTOS;7800007713667;8;0;12000;Estrógenos, progestágenos y anticoncep.
NOPTIC 3MG ESZOPICLONA 30COMP ANDROMACO;7800018162584;0;0;10000;Hipnóticos, inductores del sueño
NORDOX FENAZOPIRIDINA CROHIDRATO 200MG X14COMP LAB. TECNOFARMA;7800070004570;5;0;17500;Medicamentos y Productos Farmacéuticos
NORESTIS BETAHISTINA DICLORHIDRATO 16MG 30 COMP;8436024616644;1;0;11000;Antivertiginosos
NORMOART XR METFORMINA CLORHIIDRATO 750MG X30COMP LAB. PINACLE;7804677770517;0;0;3000;Antidiabéticos e hiperglicémicos
nortium 25 mg;7804650885375;0;0;3000;SIN CLASIFICAR
NOSCAPINA 20MG X20COMP LAB.MILAB;7800063110387;0;0;2000;Productos para tos, mucolíticos
