Código genérico,Nombre producto genérico,Descripción producto genérico,Tipo producto,Código ONU,Clasificación ONU,Clasificación interna,Estado Código genérico,Canasta Intermediación,Canasta Esencial de Medicamentos,Fecha inicio abastecimiento,Estado producto Intermediación,Motivo eliminación Intermediación,Canasta Programa Ministerial,Detalle Programas Ministeriales,Canasta Farmacia Privada,Prioridad
100003420,HALOPERIDOL 50 MG/ML SOL INY IM AM/FAM,HALOPERIDOL DECANOATO 50 MG/ML SOLUCION INYECTABLE PARA ADMINISTRACIONINTRAMUSCULAR AMPOLLLA O FRASCO AMPOLLA 1 ML. ENVASE RESISTENTE CONSELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLAOFRASCO AMPOLLA.,Fármacos,51141702,Haloperidol,"Ansiolíticos, tranquiliz., antimaníacos",Activo,Intermediación,1,16/6/2020,OK,,,,,si
100003421,DESFLURANO LIQ. P/INHALACION FRA 240 ML,DESFLURANO LIQUIDO PARA INHALACION FRASCO 240 ML. CON EQUIPO VAPORIZADOR COMPATIBLE CON EL PRODUCTO OFERTADO EN COMODATO. ENVASE RESISTENTE CONSELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.,Fármacos,51142927,Desflurano,"Anestésicos, analépticos y relacionados",Activo,Intermediación,1,11/9/2018,OK,,,,,si
100003422,CAPECITABINA 150 MG CM REC,CAPECITABINA 150 MG COMPRIMIDO RECUBIERTO. ENVASE RESISTENTE CON SELLOQUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDORECUBIERTO.,Fármacos,51111616,Capecitabina,Antimetabolitos,Activo,Intermediación,1,20/1/2020,OK,,,,,si
100003423,ACIDO FOLINICO (LEUCOVORINA) 100MG/10ML,ACIDO FOLINICO (LEUCOVORINA) 100MG/10ML (EQUIVALENTE A 108 MG DE CALCIOFOLINATO) SOLUCION INYECTABLE PARA ADMINISTRACION INTRAMUSCULAR-INTRAVENOSA. AMPOLLA O FRASCO AMPOLLA 10 ML. ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA OFRASCO AMPOLLA.,Refrigerados,51211612,Leucovorín,Otros citostáticos y coadyuvantes,Activo,Intermediación,1,29/4/2019,OK,,,,,si
100003424,PARGEVERINA 5MG/ML SOL.ORAL FRA 10A 15ML,PARGEVERINA CLORHIDRATO (PROPINOXATO) 5MG/ML SOLUCION ORAL PARA GOTAS FRASCO GOTARIO DE 10 A 15 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.,Fármacos,51172107,Butilbromuro de hios,Antiespasmódicos,Activo,Intermediación,1,17/12/2015,OK,,,,Farmacias Privadas,si
100003425,PANITUMUMAB 20 MG/ML SOL. P/INFUSION FAM,PANITUMUMAB 20 MG/ML SOLUCION CONCENTRADA PARA INFUSION INTRAVENOSA FRASCO AMPOLLA 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.,Refrigerados,51111717,Trastuzumab,Anticuerpos monoclonales,Activo,Intermediación,1,1/12/2024,OK,,,,,si
100003426,CARBETOCINA 100 MCG/1ML SOL INY FAM/AM,CARBETOCINA 100 MCG/1ML SOLUCION INYECTABLE INTRAVENOSA FRASCO AMPOLLA OAMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLAVILIDAD DELCONTENIDO. COTIZAR POR FRASCO AMPOLLA O AMPOLLA.,Fármacos,51182203,Oxitocina,Medicamentos para la inducción del parto,Activo,Intermediación,1,1/4/2020,OK,,,,,si
100003427,CINACALCET 30 MG CM/CM REC,CINACALCET 30 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.,Fármacos,51182407,Calcitonina,Hormonas tiroideas y antitiroideas,Activo,Intermediación,1,6/10/2015,OK,,,,Farmacias Privadas,si
100003428,"BORTEZOMIB 3,5 MG POLVO LIOF. FAM","BORTEZOMIB 3,5 MG POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE INTRAVENOSA, FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.;;;;",Fármacos,51201501,Azatioprina,Inhibidores proteosómicos,Activo,Intermediación,1,15/6/2016,OK,,,,,si
100003429,LITIO CARBONATO 450 MGCM/CM REC LP,LITIO CARBONATO 450 MG COMPRIMIDO DE LIBERACION PROLONGADA ENVASADO ENBLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO DE LIBERACION PROLONGADA.,Fármacos,51141903,Carbonato de litio,Antidepresivos,Activo,Intermediación,1,9/10/2015,OK,,,,Farmacias Privadas,si
100003430,HEPARINA SODICA 1000 U.I./ML  AM/FAM 5ML,HEPARINA SODICA 1.000 U.I./ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA Y SUBCUTANEA AMPOLLA O FRASCO AMPOLLA 5 ML.  ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.,Fármacos,51131603,Heparina sódica,Anticoagulantes,Inactivo,,0,,,,,,,
100003431,LENALIDOMIDA 25MG CP,LENALIDOMIDA 25 MG CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA,Fármacos,51201501,Azatioprina,Otros citostáticos y coadyuvantes,Activo,Intermediación,1,20/1/2020,OK,,,,,si
100003432,"ATOSIBAN 37,5 MG SOL.INFUSION FAM 5ML","ATOSIBAN 37,5 MG SOLUCION PARA INFUSION INTRAVENOSA FRASCO AMPOLLA, ENVASE 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.",Refrigerados,51182203,Oxitocina,Otros estimuladores o inhibidores hormon,Activo,Intermediación,1,19/6/2020,OK,,,,,si
100003433,MEDIO TRANSPORT CARY BLAIR 15 ML FRA/VIA,"MEDIO DE TRANSPORTE CARY BLAIR CON INDICADOR DE PH EN FRASCO (VIALE),PARA TRANSPORTE, ALMACENAMIENTO Y ANALISIS DE MUESTRAS DE HECES FECALESPARALA DETECCION DE ENTEROPATOGENOS, ENVASADO EN CAJA. CADA FRASCO(VIALE) DEBE CONTENER MINIMO 15 ML DE MEDIO DE TRANSPORTE CARY BLAIR CONINDICADOR DE PH. DEBE INCLUIR INSTRUCCIONES DE USO, LAS QUE DEBENINDICAR LAS CONDICIONES DE ALMACENAMIENTO, TEMPERATURA DE ALMACENAMIENTOY/O TRANSPORTE DE LAS MUESTRAS Y EL COLOR Y CONDICIONES DE VIRAJE DELINDICADOR DE PH. CAJA DEBE SER DE 120 FRASCOS (VIALES). COTIZAR PORCAJA.",Insumos,41104107,Tubos o contenedores,Dispositivos y accesorios médicos,Activo,Intermediación,0,,OK,,,,,si
100003434,ATORVASTATINA 80MG CM REC,ATORVASTATINA 80 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR COMPRIMIDO RECUBIERTO.,Fármacos,51121810,Atorvastatina cálcic,Antihiperlipidémicos/ hipocolesterolém.,Activo,Intermediación,1,22/10/2015,OK,,,,Farmacias Privadas,si
100003435,"BIMATOPROST 0,03% SOL OFTAL FRA 3 A 5 ML","BIMATOPROST 0,03% SOLUCION OFTALMICA FRASCO 3 A 5 ML. ENVASE RESISTENTECON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADOPOR ML. COTIZAR POR FRASCO.",Fármacos,51241103,Bimatoprost,Oftálmicos,Activo,Intermediación,1,29/1/2020,OK,,,,Farmacias Privadas,si
100003438,MODAFINILO 100 MG CM,MODAFINILO 100 MG COMPRIMIDOS ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.,Fármacos,51142610,Cafeína,Estimulantes/anoréxicos,Inactivo,,0,,,,,,,
100003439,NILOTINIB 150 MG CP,NILOTINIB 150 MG CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CONSELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.,Fármacos,51111606,Hidroxiurea,Inhibidores quinasa,Activo,,0,,,,,,,si
100003440,TRASTUZUMAB 600MG/ 5ML SOL. INY,TRASTUZUMAB 600MG/5ML SOLUCION INYECTABLE. ENVASE INDIVIDUAL RESISTENTECON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORFRASCO AMPOLLA.,Refrigerados,51111717,Trastuzumab,Anticuerpos monoclonales,Activo,Intermediación,0,3/8/2020,OK,,Programas Ministeriales,Ley Ricarte Soto,,si
100003441,VIGABATRINA 500 MG CM REC. BLISTER,VIGABATRINA 500 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO RECUBIERTO.,Fármacos,51141509,Vigabatrina,"Anticonvulsivantes, antiepilépticos",Activo,Intermediación,1,22/10/2015,OK,,,,,si
100003442,VANCOMICINA 250 MG CP,VANCOMICINA 250MG CAPSULAS EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.,Fármacos,51101591,Vancomicina,Antibióticos,Inactivo,,0,,,,,,,
100003443,SEVELAMER 800 MG CM REC.,SEVELAMER 800 MG COMPRIMIDO RECUBIERTO ENVASADO EN FRASCO HASTA 180 COMPRIMIDOS O BLISTER. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO RECUBIERTO.,Fármacos,51211619,Edetato cálcico disó,Otras sales,Activo,Intermediación,1,3/5/2019,OK,,,,,si
100003444,LANSOPRAZOL 30MG P. LIOF. P/SOL.INY FAM,LANSOPRAZOL 30MG POLVO LIOFILIZADO PARA SOLUCION INYECTABLE ADMINISTRACION INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.,Fármacos,51171909,Omeprazol,Antiulcerosos y relacionados,Activo,Intermediación,1,19/12/2019,OK,,,,,si
100003445,AC VALPROICO 500MG/5ML S.INY AM/FAM 5ML,ACIDO VALPROICO 500MG/5ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA AMPOLLA O FRASCO AMPOLLA 5ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA O AMPOLLA,Fármacos,51141531,Ácido valproico,"Anticonvulsivantes, antiepilépticos",Inactivo,,0,,,,,,,
100003446,EVEROLIMUS 10 MG CM/CM REC,EVEROLIMUS 10 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER.ENVASE HASTA 30 COMPRIMIDOS. ENVASE RESISTENTE  CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDORECUBIERTO.,Fármacos,51201515,Sirolimus,Inmunosupresores,Activo,Intermediación,1,26/6/2019,OK,,Programas Ministeriales,Ley Ricarte Soto,,si
100003447,CALCIO/VIT D 1200MG/800UI POLVO  SO/SCH,MATERIAL UNIDAD DE ESTUDIOS: CALCIO/VIT D 1200MG/800UI POLVO  SO/SCH,Fármacos,51182400,NULL,Medicamentos y Productos Farmacéuticos,Inactivo,,0,,,,,,,
100003448,FLUOROURACILO 1000MG/20 ML SOL.INY FAM,"FLUOROURACILO 1000 MG SOLUCION INYECTABLE PARA ADMINISTRACIONINTRAVENOSA, ENVASADO EN FRASCO AMPOLLA 20 ML. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCOAMPOLLA.",Fármacos,51111605,Fluorouracilo,Antimetabolitos,Activo,Intermediación,1,13/3/2019,OK,,,,,si
100003449,"BRIMONIDINA 0,2% SOL OFTALMICA FRA 5 ML",BRIMONIDINA 0.2% SOLUCION PARA GOTAS OFTALMICAS FRASCO 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.;;;;,Fármacos,51151702,Tartrato de brimonid,Oftálmicos,Activo,Intermediación,1,9/10/2015,OK,,,,Farmacias Privadas,si
100003450,"DESOGESTREL 0,075 MG CM O CM REC.","DESOGESTREL 0,075 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENBLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO.COTIZAR POR COMPRIMIDO.",Fármacos,51181811,Desogestrel y etinil,"Estrógenos, progestágenos y anticoncep.",Inactivo,,0,,,,,,,si
100003451,AMOXIC/CLAVUL 800/57MG/5ML FRA 50A70 ML.,AMOXICILINA/ACIDO CLAVULANICO 800/57/MG/5ML POLVO PARA SUSPENSION ORAL FRASCO DE 50 A 70 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.,Fármacos,51101511,Amoxicilina,Antibióticos,Inactivo,,0,,,,,,,
100003452,ACIDO VALPROICO 400 MG CM REC ENT,ACIDO VALPROICO 400 MG COMPRIMIDO RECUBRIMIENTO ENTERICO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.,Fármacos,51141531,Ácido valproico,"Anticonvulsivantes, antiepilépticos",Activo,Intermediación,0,18/5/2020,OK,,,,Farmacias Privadas,si
100003453,DAPTOMICINA 500MG POLV LIOF FAM,DAPTOMICINA 500MG POLVO LIOFILIZADO PARA SOLUCION INYECTABLE  PARA INFUSION INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURELA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.,Refrigerados,51101522,Claritromicina,Antibióticos,Activo,Intermediación,1,8/7/2020,OK,,,,,si
100003454,"BRIMONIDINA 0,15% SOL OFT FRA 5 A15 ML",BRIMONIDINA 0.15% SOLUCION PARA GOTAS OFTALMICAS FRASCO 5 A 15 ML.ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO.PRECIO SERA EVALUADO POR ML. COTIZAR POR FRASCO.,Fármacos,51151702,Tartrato de brimonid,Oftálmicos,Activo,Intermediación,1,20/1/2020,OK,,,,,si
100003455,"TRIPTORELINA 3,75 MG POLV LIOF  FAM/JER","MATERIAL UNIDAD DE ESTUDIOS: TRIPTORELINA 3,75 MG POLV LIOF  FAM/JER",Fármacos,51111815,Triptorelina,Hormonas y antihormonas,Inactivo,,0,,,,,,,
100003456,ABCIXIMAB 10MG/5ML SOL INY FAM,MATERIAL UNIDAD DE ESTUDIOS: ABCIXIMAB 10MG/5ML SOL INY FAM,Refrigerados,51131701,Abciximab,Trombolíticos/inhib. agregación plaquet.,Inactivo,,0,,,,,,,
100003457,CALCIO ACETATO 667 MG CM/CM REC,CALCIO ACETATO 667 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.,Fármacos,51182418,Acetato cálcico,Otras sales,Activo,Intermediación,1,4/5/2019,OK,,,,Farmacias Privadas,si
100003458,MESALAZINA 1G ESPUMA RECTAL C/APLICADOR,MATERIAL UNIDAD DE ESTUDIOS: MESALAZINA 1G ESPUMA RECTAL C/APLICADOR,Fármacos,51142003,Mesalamina,Antiinflamatorio,Inactivo,,0,,,,,,,
100003459,CINACALCET 60 MG CM/CM REC,CINACALCET 60 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER.  ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO RECUBIERTO.,Fármacos,51182403,Gluconato de calcio,Hormonas tiroideas y antitiroideas,Activo,Intermediación,1,1/6/2024,OK,,,,Farmacias Privadas,si
100003460,POSACONAZOL 40 MG/ML SUSP FRA 100A125 ML,POSACONAZOL 40 MG/ML SUSPENSION ORAL FRASCO 100 A 125 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR ML. COTIZAR POR FRASCO.,Fármacos,51101812,Miconazol,Fungicidas o antimicóticos,Activo,Intermediación,1,2/10/2020,OK,,,,,si
100003461,TEICOPLANINA 400 MG LIOF P/SOL INY FAM,TEICOPLANINA 400 MG POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE ADMINISTRACIÓN INTRAVENOSA - INTRAMUSCULAR FRASCO AMPOLLA. ENVASE RESISTENTE CONSELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.,Fármacos,51101532,Teicoplanina,Antibióticos,Inactivo,,0,,,,,,,
100003462,TOLTERODINA 2 MG CM O CM REC,TOLTERODINA 2 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO COMPRIMIDO RECUBIERTO.,Fármacos,51151501,Cloruro de betanecol,Otros genitourinario,Activo,Intermediación,1,30/4/2019,OK,,,,Farmacias Privadas,si
100003463,REMIFENTANILO 5 MG  LIOF. P/ SOL INY FAM,REMIFENTANILO 5 MG POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.,Psicotrópicos,51142232,Clorhidrato de remif,"Anestésicos, analépticos y relacionados",Activo,Intermediación,1,21/1/2020,OK,,,,,si
100003464,METFORMINA 1000 MG CM REC,METFORMINA 1000 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZARPOR COMPRIMIDO RECUBIERTO.,Fármacos,51181517,Clorhidrato de metfo,Antidiabéticos e hiperglicémicos,Activo,Intermediación,1,10/6/2019,OK,,,,Farmacias Privadas,si
100003465,DIFENIDOL 25 MG CM,DIFENIDOL 25 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.,Fármacos,51171808,Clorhidrato de difen,Antivertiginosos,Activo,Intermediación,0,23/10/2015,OK,,,,Farmacias Privadas,si
100003466,GEMFIBROZILO 900 MG CM/CM REC,GEMFIBROZILO 900 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.,Fármacos,51121805,Gemfibrozilo,Antihiperlipidémicos/ hipocolesterolém.,Inactivo,,0,,,,,,,
100003467,LOSARTAN/HIDROCLOR 100/25 MG CM REC,MATERIAL UNIDAD DE ESTUDIOS: LOSARTAN/HIDROCLOR 100/25 MG CM REC,Fármacos,51121710,Losartan potásico,Antihipertensivos,Inactivo,,0,,,,,,,
100003468,GOLIMUMAB 50 MG SOL. P/PERF I.V. FAM,GOLIMUMAB 50 MG/4 ML SOLUCION CONCENTRADA PARA PERFUSION INTRAVENOSA FRASCO AMPOLLA.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDELCONTENIDO. COTIZAR POR FRASCO AMPOLLA.,Refrigerados,51142145,Adalimumab,"Antiartrósico, antirreumático",Inactivo,,0,,,,,,,
100003469,PERICIAZINA 4% SOL.ORAL FRA 20 ML,PERICIAZINA 4% SOLUCION PARA GOTAS ORALES FRASCO 20 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.,Fármacos,51141710,Periciazina,Antipsicóticos,Inactivo,,0,,,,,,,
100003470,"MELOXICAM 7,5 MG CM","MELOXICAM 7,5 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CONSELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR PORCOMPRIMIDO.",Fármacos,51142140,Meloxicam,Analgésico Antinflamatorio,Inactivo,,0,,,,,,,
100003471,MESALAZINA 1000 MG SUPOSITORIO,MESALAZINA 1000 MG SUPOSITORIO ENVASADO EN BLISTER O ALVEOLO TERMOSELLADO INDIVIDUAL DE PVC O ALUMINIO. ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.  COTIZAR POR SUPOSITORIO.,Fármacos,51142003,Mesalamina,Antiinflamatorio,Activo,Intermediación,1,17/7/2019,OK,,,,Farmacias Privadas,si
100003472,"HIALURONATO SOD 0,4 % S. OFT FRA 10A15ML","HIALURONATO SODICO 0,4 % SOLUCION OFTALMICA FRASCO GOTARIO 10 A 15 ML OENVASES POR DOSIS UNITARIA HASTA COMPLETAR 10 A 15 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR ML. COTIZAR POR FRASCO O ENVASE CON DOSIS UNITARIA HASTA COMPLETAR 10 A 15ML.",Insumos,51142148,Hialuronato sódico,Oftálmicos,Activo,Intermediación,1,9/10/2015,OK,,,,Farmacias Privadas,si
100003473,TOCILIZUMAB 80 MG/4 ML SOL. P/INF. FAM,TOCILIZUMAB  80 MG/4 ML CONCENTRADO PARA SOLUCION PARA INFUSION INTRAVENOSA FRASCO AMPOLLA.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.,Refrigerados,51111717,Trastuzumab,"Antiartrósico, antirreumático",Activo,Intermediación,0,8/11/2017,OK,,Programas Ministeriales,Artritis Juvenil,,si
100003474,SIMVASTATINA 20 MG CM REC,MATERIAL UNIDAD DE ESTUDIOS: SIMVASTATINA 20 MG CM REC,Fármacos,51121803,Simvastatina,Antihiperlipidémicos/ hipocolesterolém.,Inactivo,,0,,,,,,,
100003475,AMANTADINA 100 MG CP/CM,AMANTADINA 100 MG CAPSULA O COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR PORCOMPRIMIDO O CAPSULA.,Fármacos,51142503,Levodopa,Antiparkinsonianos,Activo,Intermediación,1,23/10/2015,OK,,,,,si
100003476,DEFERASIROX 250 MG CM DISP,DEFERASIROX 250 MG COMPRIMIDO DISPERSABLE ENVASADO EN BLISTER. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR COMPRIMIDO DISPERSABLE.,Fármacos,51211619,Edetato cálcico disó,"Anticuerpos, quelantes, otros hematológi",Activo,Intermediación,1,16/6/2016,OK,,,,,si
100003477,TACROLIMUS 1 MG/ML POLVO P/SUSP ORAL FRA,MATERIAL UNIDAD DE ESTUDIOS: TACROLIMUS 1 MG/ML POLVO P/SUSP ORAL FRA,Fármacos,51201504,Tacrolimo,Inmunosupresores,Inactivo,,0,,,,,,,
100003478,CIPROFL/DEXAMET 3MG/1MG/ML FRA 5 A 10 ML,CIPROFLOXACINO/DEXAMETASONA 3MG/1MG/ML SUSPENSION OFTALMICA FRASCO 5 A10 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. PRECIO SERA EVALUADO POR ML. COTIZAR POR FRASCO.,Fármacos,51101542,Ciprofloxacina,Oftálmicos,Activo,Intermediación,1,22/1/2020,OK,,,,Farmacias Privadas,si
100003479,DONEPEZILO 5 MG CM (NO BUCODIS NI DISP),DONEPEZILO 5 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO (NO BUCODISPERSABLENI DISPERSABLE) ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO OCOMPRIMIDO RECUBIERTO.,Fármacos,51151509,Clorhidrato de donep,Colinérgicos e inhib. de colinesterasa,Activo,Intermediación,0,1/1/2024,OK,,,,Farmacias Privadas,si
100003480,RIVASTIGMINA 3 MG CP,MATERIAL UNIDAD DE ESTUDIOS: RIVASTIGMINA 3 MG CP,Fármacos,51151515,Tartrato de rivastig,"Enf. Neurodegenerativas, antidisquinetic",Inactivo,,0,,,,,,,
100003481,FILGRASTIM 300 MCG FAM,"FILGRASTIM 300 MCG  SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA-SUBCUTANEA, ENVASADO EN FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.",Fármacos,51201802,Filgrastim,Estimulante colonia de neutrófilos,Activo,Intermediación,0,,OK,,,,,
100003482,FILGRASTIM 300 MCG JRP,"FILGRASTIM 300 MCG  SOLUCION INYECTABLE PARA ADMINISTRACION INTRAVENOSA-SUBCUTANEA, ENVASADO EN DISPOSITIVO O JERINGA PRELLENADA. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR DISPOSITIVO O JERINGA PRELLENADA.",Fármacos,51201802,Filgrastim,Estimulante colonia de neutrófilos,Activo,Intermediación,0,,OK,,,,,
100003483,MEMANTINA 10 MG CM/CM REC,MEMANTINA 10 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.,Fármacos,51151509,Clorhidrato de donep,Antagonista receptores NMDA,Activo,Intermediación,1,26/6/2018,OK,,,,Farmacias Privadas,si
100003485,MEMANTINA 20 MG CM/CM REC,MEMANTINA 20 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADOENBLISTER.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDELCONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.,Fármacos,51151509,Clorhidrato de donep,Antagonista receptores NMDA,Activo,Intermediación,1,26/6/2018,OK,,,,Farmacias Privadas,si
