Producto;Codigo;Stock;Costo;Precio;Categoria;Estado
ARMONYL NOCHE MANZANILLA GTS 30ML;7800004506149;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ARMONYL NOCHE VALERIANA 200 MG+PASSIFLORA 50 MG+MANZANILLA 50 MG. 20 COMP. LAB.MAVER;7800004000258;0;0;2500;SIN CLASIFICAR;POR ENCARGO
ARNICA D6 MEDICAMENTO HOMEOPATICO 90 COMP. LAB. KNOP;2000110412197;0;0;2500;Medicamentos y Productos Farmacéuticos;POR ENCARGO
ARNICA-HAMAMELIS COMPUESTO GOTAS ORALES X30ML KNOP;2000341103130;0;0;6000;SIN CLASIFICAR;POR ENCARGO
ARTESOL CILOSTAZOL 100MG X30COMP LAB. ABBOTT;7800026015698;0;0;25000;Trombolíticos/inhib. agregación plaquet.;POR ENCARGO
ARTHROZEEL 50 COMPRIMIDOS SUBLINGUALES;7809561400518;0;0;18000;SIN CLASIFICAR;POR ENCARGO
ARTRILAB LEFLUNOMIDA 20MG X30COMP LAB. ITF-LABOMED;7809591402742;0;0;67000;Antiartrósico, antirreumático;POR ENCARGO
ARTROPLEX REUMATISMO X60 COMP KNOP;7803504002319;0;0;10000;SIN CLASIFICAR;POR ENCARGO
ARZIMOL ACIDO FUSIDICO 2 15G RAFFO;7795347980483;0;0;12000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ASEPXIA MAQUILLAJE POLVO COMP BEIGE M;650240051609;0;0;8000;Otros equipos electrom. no especificados;POR ENCARGO
ASPIRADOR NASAL BEST HOUSE;4710693250786;0;0;5000;Dispositivos y accesorios médicos;POR ENCARGO
ASPIRADOR NASAL Y LIMPIADOR DE OIDO 0M+;8850217700376;0;0;3500;Dispositivos y accesorios médicos;POR ENCARGO
ASPIRINA 100MG TIRA 10UND;76056180289305;0;0;1000;SIN CLASIFICAR;POR ENCARGO
ATEMPERATOR ACIDO VALPROICO 10MG X25ML LAB. NOVOFARMA;7800026024461;0;0;19000;Vitaminas, minerales y oligoelementos;POR ENCARGO
ATORVASTATINA 20MG OPKO;7804620835287;0;0;1000;Antihiperlipidémicos/ hipocolesterolém.;POR ENCARGO
ATORVASTATINA 80MG SCEND;7804650881520;0;0;5000;Antihiperlipidémicos/ hipocolesterolém.;POR ENCARGO
ATROVENT HFA BROMURO DE IPRATROPIO 20MCG 200DOSIS LAB. BOERINGER INGELHEIM;4048846003836;0;0;30000;Antiasmáticos;POR ENCARGO
AUBE QUITA ESMALTE HIERBAS 110ML DALBERT;7804969109124;0;0;2500;SIN CLASIFICAR;POR ENCARGO
AUBE SHAMPOP ORTIGA;7804969128217;0;0;4500;SIN CLASIFICAR;POR ENCARGO
AUBE TALCO DESODORANTE CON ALCANFOR Y MENTOL 120G LAB. D ALBERT;7804969129313;0;0;3500;SIN CLASIFICAR;POR ENCARGO
AUDE QUITA ESMALTE LIMON X110ML DALBERTO;7804969109131;0;0;2500;SIN CLASIFICAR;POR ENCARGO
AURITUSS SALMETEROL + FLUTICASONA PROPIONATO 25 MCG+ 125MCG 120DOSIS LAB. ABBOTT;7800026006825;0;0;48000;Broncodilatadores;POR ENCARGO
AURITUSS SALMETEROL FLUTICASONA 25250 120 DOSIS;7800026006832;0;0;44000;Broncodilatadores;POR ENCARGO
AUROSOL FORTE HIPROMELOSA 0.7MG X10ML LAB. PHARMATECH;7804657990805;0;0;5000;SIN CLASIFICAR;POR ENCARGO
AUTOBRONCENATE 190 GRS. LEBLON BRONZER;7800004003051;0;0;6500;SIN CLASIFICAR;POR ENCARGO
AVENA SATIVA 30 ML. GOTAS ORALES;VNSTIV;0;0;8000;SIN CLASIFICAR;POR ENCARGO
AVENA SATIVA 30ML;2010380112598;0;0;6000;SIN CLASIFICAR;POR ENCARGO
AVENA SATIVA T.M. 30ML KNOP;2010380012591;0;0;8000;SIN CLASIFICAR;POR ENCARGO
AVENT ANTI-COLIC BIBERON 1M+ CELESTE 260 ML PHILIPS;8720689013758;0;0;11000;SIN CLASIFICAR;POR ENCARGO
AVENT PEZONERA DE SILICONA TALLA M 2 UNIDADES;8710103907763;0;0;14000;SIN CLASIFICAR;POR ENCARGO
AVENT PHILIPS CHUPETE SILICONA NOCTURNO 0-6 M 2 UND NINA;8720689012836;0;0;12500;SIN CLASIFICAR;POR ENCARGO
AXE APOLLO;7801293043737;0;0;2000;SIN CLASIFICAR;POR ENCARGO
AXE BLACK 48 H;7801293041033;0;0;2000;SIN CLASIFICAR;POR ENCARGO
AXE DARK TEMTATION;7791293043722;0;0;2500;SIN CLASIFICAR;POR ENCARGO
AZITROMICINA 500 MG. 6 COMP. LAB. MINT;7800063001647;0;0;2000;Antibióticos;POR ENCARGO
AZITROMICINA AZIMTROMICINA 200MG X30ML LAB. PHARMATECH;8680199009026;0;0;3500;Antibióticos;POR ENCARGO
AZUFRE FLOR 20G QUIMNATURA;9008088666508;0;0;500;Dermatológicos, fanereos;POR ENCARGO
AZULFIDINE SULFASALAZIA 500MG X100COMP LAB. PFIZER;7800001005300;0;0;100000;SIN CLASIFICAR;POR ENCARGO
B-COMPLEX B;7804671180176;0;0;2500;SIN CLASIFICAR;POR ENCARGO
B-COMPLEX COMPLEJO VITAMINICO X30CAPS LAB. ANC;7805357001907;0;0;4500;Vitaminas, minerales y oligoelementos;POR ENCARGO
B-COMPLEX COMPLEJO VITAMINICO X30CAPS LAB. SPRINGLIFE;7805633022909;0;0;4500;Vitaminas, minerales y oligoelementos;POR ENCARGO
B12 VITAMINA SUPLEMENTO ALIMENTARIO 100 COMP. LAB. CURAESPRING;7804673040102;0;0;3000;Vitaminas, minerales y oligoelementos;POR ENCARGO
BABERO BORDADO VELCRO BEST HOUSE BABY WORLD;6924844310726;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BABY CEPILLO DENTAL VITIS 0+;8427426054547;0;0;4000;Dispositivos y accesorios médicos;POR ENCARGO
BABY LEE ACONDICIONADOR DERMATOLOGICO BRILLITOS MAGICOS X400ML BALLERINA;7804920005779;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY LEE ACONDICIONADOR HIPOALEGENICO MANZANILLA X400ML;7804920001207;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY LEE ACONDICIONADOR HIPOALERGENI COCO Y AVENA X400ML BALLERINA;7804920007544;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY LEE KIDS ACONDICIONADOR DERMATOLOGICO AROMA INFINITO A MELON X400ML BALLERINA;7804920006882;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY LEE KIDS ACONDICIONADOR DERMATOLOGICO X400ML;7804920006219;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY LEE KIDS BANO DE ESPUMA DERMATOLOGICO X400ML;7804920006899;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY LEE KIDS SHAMPOO DERMATOLOGICO AROMA INFINITO A MELON X400ML BALLERINA;7804920006875;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY LEE SHAMPOO DERMATOLOGICO BRILLITOS MAGICOS X400ML BALLERINA;7804920005762;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY PLASTIC BOTTLE NIPPLE;755695662940;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BABY SHAMPOO SIMONDS HIPOALERGENICO SIN SAL X400ML DURANDIN;7804945012103;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BABY SHAMPOO SIMONDS HIPOALERGENICO X610ML;7804945001121;0;0;4000;SIN CLASIFICAR;POR ENCARGO
BABYLAND BALSAMO ACONDICIONADOR MANZANILLA HIPOALERGENICO X410ML DURANDIN;7804945007390;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BABYLAND SHAMPOO MANZANILLA CABELLOS CLAROS HIPOALERGENICO X140ML DURANDIN;7804945007345;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BABYSEC PREMIUM 20 PANALES TALLA M;7806500752318;0;0;3500;SIN CLASIFICAR;POR ENCARGO
BABYSEC PREMIUM XG PANAL X 14;7806500752288;0;0;3500;SIN CLASIFICAR;POR ENCARGO
BACITRACINA + NEOMICINA 15G. MILAB;7800063160085;0;0;1500;Antibióticos;POR ENCARGO
BACITRACINA+NEOMICINA UNGUENTO DERMICO USO TOPICO X15G LCH;7800007679703;0;0;1500;SIN CLASIFICAR;POR ENCARGO
BAGOMIGRAL NARATRIPT 10COMP BAG 25MG;7800028001873;0;0;11000;SIN CLASIFICAR;POR ENCARGO
BAGOMIGRAL NARATRIPTAN 2.5MG X2COMP LAB.BAGO;7800028001880;0;0;5000;Fármacos antimigraña (dolor vascular);POR ENCARGO
BAILAHUEN 30ML;2010380112727;0;0;7500;SIN CLASIFICAR;POR ENCARGO
BAJA LENGUA MADERA MUN CARE 100UND;7805633002987;0;0;1500;Dispositivos y accesorios médicos;POR ENCARGO
BALLERINA ACONDICIONADOR LARGO INCREIBLE KERATINA+PROTEINAS X750 ML LAB. BALLERINA;7804920006936;0;0;2000;SIN CLASIFICAR;POR ENCARGO
BALLERINA JABON LIQUIDO DOBLE HUMECTACION PH5 PH PIEL;7804920012166;0;0;1500;SIN CLASIFICAR;POR ENCARGO
BALSAMO KADUS FINAS HIERBAS X900ML;7804947005486;0;0;1500;SIN CLASIFICAR;POR ENCARGO
BALSAMO LABIAL NIVEA BLACKBERRY SHINE 4.8G;4005900764546;0;0;4000;SIN CLASIFICAR;POR ENCARGO
BALSAMO LABIAL NIVEA CUIDADO BASICO FPS. 15 4.8 GR. 1 UND. LAB. BEIERSDORF;4005900436931;0;0;3500;SIN CLASIFICAR;POR ENCARGO
BALSAMO LABIAL NIVEA ORIGINAL CARE 4.8 G;7791969850616;0;0;5500;SIN CLASIFICAR;POR ENCARGO
BANDA ADHESIVA 7.5CM X 4.5M;6920200224058;0;0;2000;Dispositivos y accesorios médicos;POR ENCARGO
BANDITAS TRANSPARENTES NEXCARE DISCRET;51131223684;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BARBERIS CANTHARIS COMPUESTO MEDICAMENTO HOMEOPATICO X30ML LAB. KNOP;2000341103185;0;0;6000;SIN CLASIFICAR;POR ENCARGO
BARRA ANTITRANSPIRANTE NIVEA BLACK WHITE X50G;4006000087054;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BARRA ANTITRANSPIRANTE NIVEA BLACKWHITE X50ML;4006000087061;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BARRA ANTITRANSPIRANTE NIVEA TONO NATURAL X50ML;4006000067247;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BARRA ANTITRANSPIRANTE SPEED STICK 50MG REDUCE MANCHAS;7509546046822;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BARRA DESODORANTE AXE APOLLO CITRUS Y MADERA 45G;75076238;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BARRA DESODORANTE AXE DARK TEMPTATION X45G;75076252;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BARRA DESODORANTE AXE EPIC FRESH POMELO Y CARDAMOMO;75076221;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BARRA DESODORANTE SPEED STICK ZERO X76G;7509546652030;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BARRA DESODORANTE WOLFTHORN. 50 GRS.;7506309839202;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BATISTE SHAMPOO EN SECO TROPICAL EXOTIC COCONUT X200ML;5010724527511;0;0;10000;SIN CLASIFICAR;POR ENCARGO
BEAUTY 100 COPOS DE ALGODON X100UND;7805633027379;0;0;1000;Algodón y relacionados;POR ENCARGO
BEAUTY PINZA ANGULAR DISEÑO 1 UND. ANGULAR TWEEZER;7805633019459;0;0;1500;Dispositivos y accesorios médicos;POR ENCARGO
BEAUTY SETS CORTA UÑAS DE PINZA 1 UND. LAB. BEAUTY SETS;8907626256816;0;0;3000;Dispositivos y accesorios médicos;POR ENCARGO
BECITEX PARGEVERINA CLORHIDRATO 5MG X20ML LAB. PRATER;7804918410592;0;0;2500;Antiespasmódicos;POR ENCARGO
BEDIATIL FORTE IBUPROFENO 200MG X100ML LAB. PASTEUR;7800068014147;0;0;2500;Analgésico Antipirético Antiinflamatorio;POR ENCARGO
BEEF STICK;4008239230096;0;0;500;SIN CLASIFICAR;POR ENCARGO
BELLADONNA COMPUESTA GOTAS ORALES X30ML KNOP;2000341103161;0;0;5000;SIN CLASIFICAR;POR ENCARGO
BELLEKISS COLONIA BLUE 1000ML;7804945056329;0;0;5000;SIN CLASIFICAR;POR ENCARGO
BENCILPENICILINA BENZATINA 1.200.000U.I. 1 AMPOLLA LAB. OPKO;7804620834860;0;0;1500;SIN CLASIFICAR;POR ENCARGO
BENTLEY CLASSIC GEL X 120 GR;7804918500637;0;0;3500;SIN CLASIFICAR;POR ENCARGO
BENTLEY LUBRICANTE INTIMO GEL FRUTILLA 50 G;7804918500385;0;0;3500;SIN CLASIFICAR;POR ENCARGO
BENTLEY LUBRICANTE INTIMO HOT GEL 50G;7804918403440;0;0;4000;SIN CLASIFICAR;POR ENCARGO
BENTLEY LUBRICANTE INTIMO ICE GEL X 50G;7804918452066;0;0;4000;SIN CLASIFICAR;POR ENCARGO
BENTLEY LUBRICANTE INTIMO PLAY GEL 50G;7804918452134;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BENZAC AC PEROXIDO DE BENZOILO;3499320000765;0;0;27000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
BENZAC AC PEROXIDO DE BENZOILO 5G X15G LAB. GALDERMA;3499320007627;0;0;17000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
BEPANTHOL 3G;7805750110435;0;0;4000;SIN CLASIFICAR;POR ENCARGO
BEQUIUM PSEUDOEFEDRINA CLORHIDRATO CODEINA FOSFATO CLORFENAMINA MALEATO JARABE X120ML LS;7800060011816;0;0;15000;Narcóticos;POR ENCARGO
BEST HOUSE MORDEDOR CON CASCABEL 1UN;8850217600751;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BESTHOUSE CHUPETE REDONDO;7806125147575;0;0;1000;SIN CLASIFICAR;POR ENCARGO
BETA CAROTENO X60CAPS NATURALFARMA;7804640562101;0;0;3500;SIN CLASIFICAR;POR ENCARGO
BETALOC ZOK METOPROLOL SUCCINATO 50 MG 30;7501098606929;0;0;28000;Antihipertensivos;POR ENCARGO
BETAMETASONA 0.05. 15 GRS. UNGUENTO. LAB. CHILE;7800007155986;0;0;500;Corticosteroides, esteroides anabólicos;POR ENCARGO
BETAMETASONA 4MG 1ML LAB. VITALIS;75613043847078;0;0;1000;Corticosteroides, esteroides anabólicos;POR ENCARGO
BETAMETASONA 4MG 5 AMPOLLAS LAB. VITALIS;7707236125776;0;0;8000;Corticosteroides, esteroides anabólicos;POR ENCARGO
BETAMETASONA AMP 4 MG1 ML X 100 VITALIS;7707236129125;0;0;100000;Corticosteroides, esteroides anabólicos;POR ENCARGO
BETAMETASONA CR. OPKO;7804620834563;0;0;500;Corticosteroides, esteroides anabólicos;POR ENCARGO
BETAMETASONA CREMA TOPICA 15G0.05 HOSPIFARMA;7804640560404;0;0;500;Corticosteroides, esteroides anabólicos;POR ENCARGO
BETAMETASONA SOL. ORAL PARA GOTAS 0.5 MGML. CIDOTEN;7800019010198;0;0;30870;Corticosteroides, esteroides anabólicos;POR ENCARGO
BETAMETASONA-NEOMICINA LCH;7800007143389;0;0;4000;SIN CLASIFICAR;POR ENCARGO
BETAVOL BETAMETASONA DIPROPIONATO + BETAMETASONA FOSFATO DISODICO 5MG +2MG X1ML LAB.EUROFARMA;7891317131821;0;0;13000;Corticosteroides, esteroides anabólicos;POR ENCARGO
BETINA BETAHISTINA DICLORHIDRATO 24MG. X30COMP. LAB. EUROFARMA;7891317006419;0;0;18000;Antivertiginosos;POR ENCARGO
BIC CONFORT 2 MAQUINA DES. X 5 UNID.;070330721838;0;0;3000;Dispositivos y accesorios médicos;POR ENCARGO
BICARBONATO DE SODIO 250G QUIMMATURA;9980808887007;0;0;1500;Agentes alcalinizadores;POR ENCARGO
BICARBONATO SODIO 150 G. QUIMNATURA;9980324887116;0;0;1200;Agentes alcalinizadores;POR ENCARGO
BILATEN CANDESARTAN CILEXETILO + HIDROCLOROTIAZIDA 16MG + 12.5MG X30COMP LAB. EUROFARMA;7800046005617;0;0;13500;Antihipertensivos;POR ENCARGO
BILIDREN BILASTINA 20MG. X30COMP. LAB.FAES FARMA;8436024610116;0;0;18000;Antihistamínicos;POR ENCARGO
BILLBERRY-CE SUPLEMENTO VITAMINICO X90CAPS LAB. VALLE D SOL;12345;0;0;11000;Vitaminas, minerales y oligoelementos;POR ENCARGO
BILLBERRY-CE X90CAPS VALLE DE SOL;5854020690711;0;0;11000;SIN CLASIFICAR;POR ENCARGO
BIO COTONITOS DE ALGODON VARITAS DE PAPEL;5201410663372;0;0;2000;Algodón y relacionados;POR ENCARGO
BIO GAIA PROBIOTICOS X30 COMP. LAB. ABBOTT;7350012551292;0;0;22000;SIN CLASIFICAR;POR ENCARGO
BIO GAIA SUPLEMENTO EN VITAMINA D 13.5G X30COMP MASTICABLES SABOR NARANJA ABBOTT;7350012555153;0;0;22000;Vitaminas, minerales y oligoelementos;POR ENCARGO
BIO OIL ACEITE PARA EL CUIDADO DE LA PIEL X25ML;6001159124177;0;0;4000;Laxantes;POR ENCARGO
BIO-OIL ACEITE 60ML;6001159111702;0;0;8000;Laxantes;POR ENCARGO
BIO-OIL ACEITE PARA CUIDADO DE LA PIEL 25 ML. 1 UND. LAB. UNION SWISS;6001159116431;0;0;4000;Laxantes;POR ENCARGO
BIO-OIL ACEITE PARA EL CUIDADO DE LA PIEL NATURAL X125ML;6001159124191;0;0;13000;Laxantes;POR ENCARGO
BIO-OIL ACEITE PARA EL CUIDADO DE LA PIEL X200 ML LAB. UMBRELLA 7;6001159111726;0;0;14500;Laxantes;POR ENCARGO
BIOACTIV E GOTAS ORALES X30ML KNOP;2000381402538;0;0;5000;SIN CLASIFICAR;POR ENCARGO
BIOACTIV I GOTAS ORALES X30ML KNOP;2000381402569;0;0;7000;SIN CLASIFICAR;POR ENCARGO
BIOACTIV N GOTAS X30ML KNOP;2000381402590;0;0;5500;SIN CLASIFICAR;POR ENCARGO
BIOACTIV O GOTAS ORALES X30ML KNOP;2000381402606;0;0;6000;SIN CLASIFICAR;POR ENCARGO
BIOACTIV P GOTAS ORALES X30ML KNOP;2000381402613;0;0;7500;SIN CLASIFICAR;POR ENCARGO
BIOACTIV R GOTAS ORALES X30ML KNOP;2000381402637;0;0;6500;SIN CLASIFICAR;POR ENCARGO
BIOACTIV S GOTAS ORALES X30ML KNOP;2000381402644;0;0;5500;SIN CLASIFICAR;POR ENCARGO
BIOACTIV V GOTAS ORALES KNOP;7803504003040;0;0;6000;SIN CLASIFICAR;POR ENCARGO
BIOACTIV Z GOTAS ORALES X30ML KNOP;2000381402668;0;0;6000;SIN CLASIFICAR;POR ENCARGO
BIOFLORA SACCHAROMYCES BOULARDII 250MG X10SOBRES LAB. MAVER;7800004001781;0;0;6500;Antidiarreicos, recons. flora intestinal;POR ENCARGO
BIOGEL SHAMPOO KETOCONAZOL 2% 150 ML.;7804918402580;0;0;11000;Fungicidas o antimicóticos;POR ENCARGO
BIOLACTUS 12 CAPSULASPROB. ANTIDIARREICO;7800008040014;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BION 3 MINI SUPLEMENTO ALIMENTARIO X30 COMP LAB. PYG;4027269970000;0;0;17000;Vitaminas, minerales y oligoelementos;POR ENCARGO
BION 3 MULTIVITAMINICO + PROBIOTICO X60COMP LAB. PROCTER;7500435248747;0;0;23000;Vitaminas, minerales y oligoelementos;POR ENCARGO
BION 3 MULTIVITAMINICO + PROBIOTICOS X30COMP PG;7500435246903;0;0;13500;Vitaminas, minerales y oligoelementos;POR ENCARGO
BION 3 SENIOR SUPLEMENTO ALIMENTARIO X30COMP LAB. PNG;4027269687540;0;0;15500;Vitaminas, minerales y oligoelementos;POR ENCARGO
BION 3 VITAMINAS Y MINERALES X30COMP;4027269969899;0;0;13500;Medicamentos y Productos Farmacéuticos;POR ENCARGO
BIOPSOL PRAMIPEXOL DICLORHIDRATO MONOHIDRATO 1MG X30COMP LAB. ABBOTT;7800026016329;0;0;65000;Antiparkinsonianos;POR ENCARGO
BIOSUL COLAGENO NATIVO 40MG. X30 CAPS. ITF;7809591402490;0;0;15000;SIN CLASIFICAR;POR ENCARGO
BIOTIC 5 PROBIOTICOS X30 CAPS. LAB. PHARMATECH;7805357001808;0;0;8000;SIN CLASIFICAR;POR ENCARGO
BIOTINA 150MCG ZINC + B12 SUPLEMENTO ALIMENTICIO X60GOMITAS LAB. SPRINGLIFE;7805633028697;0;0;8000;Vitaminas, minerales y oligoelementos;POR ENCARGO
BIOTINA 30 CAPS;7808713900395;0;0;5000;SIN CLASIFICAR;POR ENCARGO
BIOZEN TRANSTORNOS NERVIOSOS 50COMP SL;7803504003149;0;0;7500;SIN CLASIFICAR;POR ENCARGO
BISOCOR BISOPROLOL FUMARATO 1.25MG X30COMP LAB MERK;4065266071320;0;0;3500;Antihipertensivos;POR ENCARGO
BISOPROL FUMARATO 2.5MG X30COMP B;7804633500875;0;0;2500;Vitaminas, minerales y oligoelementos;POR ENCARGO
BISOPROLOL FUMARATO 2.5 MG. 30 COMP. LAB. CURAESPING;7804673040324;0;0;2500;Antihipertensivos;POR ENCARGO
BISOPROLOL FUMARATO 5 MG. 30 COMP. LAB. ASCEND;7804650884668;0;0;5000;Antihipertensivos;POR ENCARGO
BLAXITEC 20 MG BILASTINA 20 MG X 30 COMP.;7800060166400;0;0;19900;Antihistamínicos;POR ENCARGO
BLAXITEC BILASTINA 10MG X30COMP LAB. SAVAL;7800060166592;0;0;15000;Antihistamínicos;POR ENCARGO
BLISTEX LIP BIBRANCE;7800008200739;0;0;2000;SIN CLASIFICAR;POR ENCARGO
BLUNDING CABESTRILLO PARA BRAZO TALLA L 1UND BLUNDING;7801001000135;0;0;5000;SIN CLASIFICAR;POR ENCARGO
BLUNDING CABESTRILLO PARA BRAZO TALLA M 1UND BLUNDING;7801001000128;0;0;5000;SIN CLASIFICAR;POR ENCARGO
BLUNDING CABESTRILLO PARA BRAZO TALLA S 1UND BLUNDING;7801001000111;0;0;5000;SIN CLASIFICAR;POR ENCARGO
BLUNDING KIDS CABESTRILLO CALIPSO 4 - 6 1UND. BLUNDING;7801001004553;0;0;4000;SIN CLASIFICAR;POR ENCARGO
BLUNDING SEPARADOR DE DEDOS EN GEL 1 UND. LAB. BLUNDING;7801001001095;0;0;3500;SIN CLASIFICAR;POR ENCARGO
BLUNDING SPORT RODILLERA LATEX FREE TALLA L X1UND. BLUNDING;7801001001576;0;0;11000;SIN CLASIFICAR;POR ENCARGO
BODY LIGHT FIBRAS 60CAP BODY LIGHT PLUS 60CAP AURA VITALIS;7803319004461;0;0;7000;SIN CLASIFICAR;POR ENCARGO
BOLITAS DE ALGODON 0.5G X100UND;5901234123464;0;0;1000;Algodón y relacionados;POR ENCARGO
BOLSA DE AGUA CALIENTE 1LITRO THERMICA CHILE;7804995101284;0;0;6950;Dispositivos y accesorios médicos;POR ENCARGO
BOLSA DE AGUA CALIENTE THERMICA 2LTS;7804995100621;0;0;7000;Dispositivos y accesorios médicos;POR ENCARGO
BOLSA DE GOMA PARA AGUA CALIENTE CON FUNDA SPRING WAY;753153835943;0;0;7000;Dispositivos y accesorios médicos;POR ENCARGO
BOLSA DE GOMA PARA AGUA CALIENTE SPRING WAY;7805633028833;0;0;7000;Dispositivos y accesorios médicos;POR ENCARGO
BOLSA PARA AGUA CALIENTE DE 2LTS THERMICA;7804995818892;0;0;5000;Dispositivos y accesorios médicos;POR ENCARGO
BOLSA PARA AGUA CALIENTE DISNEY DISENOS.;7804995109884;0;0;9000;Dispositivos y accesorios médicos;POR ENCARGO
BORAX EN POLVO X 30 GRAMOS;7805357001051;0;0;500;Otros equipos electrom. no especificados;POR ENCARGO
BOTIQUIN 16X13X5 CM 33 PIEZAS ISIMED;7804680940648;0;0;7500;SIN CLASIFICAR;POR ENCARGO
BRAVECTO PLUS FLURALANER 250MGMOXIDECTINA 12MG SOLUCION TOPICA 1PIPETA 0.89MLINTERVET;8713184226143;0;0;20000;Otras sales;POR ENCARGO
BREATH RIGHT ABRE FOSAS NASALES 10TIRAS NASALES CLASICOS;810071800818;0;0;7000;SIN CLASIFICAR;POR ENCARGO
BREATHE RIGHT PARA PIEL SECA ABRE LAS FOSAS NASALES 10 TIRAS NASALES TRANSPARENTES;810071800825;0;0;6500;SIN CLASIFICAR;POR ENCARGO
BREVEX CLORZOXAZONA + PARACETAMOL 250MG + 300MG X20COMP LAB. BAGO;7800028841486;0;0;11000;Analgésico;POR ENCARGO
BREXOTIDE FLUTICASONA PROPIONATO + SALMETEROL 125MCG +25MCG 120DOSIS LAB. ETEX;7800030075923;0;0;64000;Antiasmáticos;POR ENCARGO
BRILLANTINA ELITA 60ML;8424559011843;0;0;1500;SIN CLASIFICAR;POR ENCARGO
BRILLO DE LABIOS MAYBELLINE LIFTER GLOSS 006;41554583908;0;0;7000;SIN CLASIFICAR;POR ENCARGO
BROMAZEPAN 3MG X30COMP MINTLAB B;7800063116587;0;0;1500;SIN CLASIFICAR;POR ENCARGO
BROMHIDRATO DE FENETEROL + BROMURO DE IPRATROPIO 0.025G + 0.050G 25ML SOL. NEB LAB. ETHON;7804633500684;0;0;20000;Antiasmáticos;POR ENCARGO
BRONCARD LEVODROPROPIZINA 60MG X20COMP LAB. ITF-LABOMED;7809591402544;0;0;9500;Productos para tos, mucolíticos;POR ENCARGO
BRONCARD LEVODROPROPIZINA 60ML X15ML LAB. ITF-LABOMED;7809591401233;0;0;19000;Productos para tos, mucolíticos;POR ENCARGO
BRONCHO-VAXOM INMUNOESTIMULANTE X30CAPS LAB. ITF-LABOMED;7809591401424;0;0;85000;SIN CLASIFICAR;POR ENCARGO
BRONCOT FORTE AMBROXOL CLORHIDRATO 30MG X5ML LAB. ABBOTT;7800026003268;0;0;6500;Productos para tos, mucolíticos;POR ENCARGO
BRONCOVID MIEL + PALTO 5ML X125ML LAB. VITALAB;737186233679;0;0;2000;Medicamentos y Productos Farmacéuticos;POR ENCARGO
BROOKS LADY 42K SPRAY 100G;7804902048619;0;0;6500;SIN CLASIFICAR;POR ENCARGO
BROXUL SPRAY JENGIBRE Y MIEL 30 ML.;7803501004323;0;0;2000;SIN CLASIFICAR;POR ENCARGO
BRUT CLASSIC ESPUMA DE AFEITAR X210ML BRUT;7502221183898;0;0;5500;SIN CLASIFICAR;POR ENCARGO
BUBLINA CIPROFIBRATO 100MG X30COMP LAB. MEGALABS;7460536557417;0;0;26000;Antihiperlipidémicos/ hipocolesterolém.;POR ENCARGO
BUBU ABSORBENTE DE LECHE X90 UND. LAB. NOVASALUD;7805633015093;0;0;5000;Dispositivos y accesorios médicos;POR ENCARGO
BUBU COLONIA LILA 240ML;7809622000411;0;0;1500;SIN CLASIFICAR;POR ENCARGO
BUBU MAMADERA BOCA ANCHA 240ML;7805633012603;0;0;2500;SIN CLASIFICAR;POR ENCARGO
BUBU ULTRA PREMIUM PANALES TALLA M X40UND SOCOFAR;7805633024422;0;0;7000;SIN CLASIFICAR;POR ENCARGO
BUBU ULTRA PREMIUM PAÑALES DESECHABLES XG 13-15KL 14 UND. LAB. SOCOFA;7805633027737;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BUBU ULTRA PREMIUM PAÑALES DESECHABLES XXG 15K;7805633027744;0;0;3000;SIN CLASIFICAR;POR ENCARGO
BUBU ULTRAPREMIUM PANALES TALLA G X18UND SOCOFAR;7805633027720;0;0;3000;SIN CLASIFICAR;POR ENCARGO
